id,versek
483,rövidre fogtam kantárszárat régóta fut lovam kifáradt szájában tajtékos zabola sarkantyúmtól véres oldala gondolat kergetett galambom enyim hegyes nyílvessző madarat űzött gondolat lassan lassan lovam lassan járj rosz gondolat elmaradt kökényfa bokrában megakadt bokor tüskéi szétszakadt kökényszemeket szerettem hajdan szerencsés ezekkel fekete szem tőrébe estem ennél megsegít isten 
505,süvölt zivatar felhős ég tél iker fia eső hó szakad gondunk mienk konyha szöglete kegyelmes urunk helyheztetett gondunk ételre gazdánk jóllakék asztalán mienk maradék ostor igaz pattog némelykor pattogása fáj no ebcsont beforr harag multán urunk magához int nyaljuk boldogan kegyelmes lábait 
545,nevezetes tennapi napom furcsa dolgokat kellett hallanom szerencséje bánt velem leányát szeretem mondott felényit megtudná bosszúállás kiálltunk mezőre zöld mezőre folyna piros vére hagyján énnekem esnek jobban fáj szivemnek jobban fáj énnekem bántanak kedvesem szenvedsz édes lelkem szenvedsz szeretsz tűrj galambom tűrj keveset maj' megszakasztom szenvedésedet feleségem párod földkerekségen párod boldogság dolgába' vágysz másvilágra 
552,laci hallod jer jer mondom rontom bontom ülj ölemben moccanj talállak csípni ni ugye fáj kiabálj szájadat betedd nyisd füledet nyisd kaput meglátod fut fejedbe tarka lepke tarka lepke mese szállj laci fejibe ember nagybajúszos csinált elment kúthoz viz vederbe' kapta telemerte merítette vedret kertet meglocsolnia ihatnék biz telt vederrel kezében mezőre ballag szépen megállt körülnézett ejnye szemlélhet fényes délibábot hisz látott szomszéd falu tornyát hisz lát embert kendert áztatóba hordja sincsen gondja ebugattát megmondom végett nézi mezőséget vizet hozta ürgét akar önteni ninini ürge hű fürge szalad pillanat odabenn benn lyukban emberünk rest odanyargal egyenest lyuk beleönté veder vizet torkig szegény ürge darabig türte kimászott inge átázott lyuk száján nyakon csipték nyakon csipték hazavitték mostan karjaimban fürge pajkos ürge laci 
595,mulatság néznem szőke kislyány bimbó ifjuság rózsafáján elnézném szemed ajkad untalan ajkadon szived szemedben lelked szíved lelked meglátom rád nézek csendes téli madárfészek várj várj eljő kikelet zajos néppel telik kebeled legszebb idője életünknek amidőn szív először népesül amidőn kiséretével benn terem hatalmas király szerelem kísérői öröm bánat könny mosolygás kétség remény tudja vendég megtölti szivet szegény megreped nép lót fut nyargal nyugosznak dörömböznek éjjel nappal nekünk zaj szünik fáj jólesik mosolygasz mosolygasz csintalan lyány magyaráztam tudod teszem felűled jobban becsűllek 
596,levél írtál életemnek élete elméd fénye szíved melege forróan fested édesen szerelmedet hinné nékem fáj fáj leveled redő űlt homlokomra amidőn elolvasám redő fáj késsel hasították leveled virágbokor kígyó lappang tövén keresém lelém csipését érzem készakarva tudva bántod lelkemet véghetetlen szeret kellett megérnem üssön új sebet megorvosolni kén' régiebbeket fuldokoltam habokban kezemet fölemelém mélyebben taszíts jöttél felém jer leány csendesíts jer nyugtass sziklakőnél szétloccsantom fejemet 
598,költőnek tartanak hiszem magasztald verseimet kedvesem előtted elpirúlok dícsérsz érzem képest érzem kicsinységemet legkisebb gondolatban fejedben tündököl legkisebb érzeményben kebled dagasztja szemed pillantásában titkon felém röpül hangodban futólag csengi lelkemet mosolygásodban költészet kedvesem ötszázötven versben írtam összesen 
600,omlanak szebbnél szebb levelek minap eggyel kedvesem szívem repesztette figyelmeztet ismert jóbarátom vigyázzak fussak halálom fussak orgyilkos kéz fenyegeti éltemet tréfa valóság jóbarátom tréfálsz fordulnál emberekhez tréfácskával ijesztesz tréfa tör ellenem bevárom megnézem emberem valami rosz poéta pegazusom lába ráhágott tyukszemére helikonra ballagtába' valami táblabíró úri fejirül leütöttem parókát feje leröpült valami vetélytársam miattam kosarat hord lehánytam nyeregből szemébe rúgtam port hah három összeesküdt ellenem no ezek megtámadnak csináljak istenem poéta állkapcáját leszakítom fegyveremnek ellenségimet sámson szamárcsonttal verem 
622,vége komédiának fütty taps elhallgatott függöny szépen legördült hagyám színpadot száz mérföld tőlem világ becsavarogtam garaboncás diák űlök feleségem ebb' csendes faluba' szük föld imé tág kicsiny szoba nézem hajnalt alkonyt feleségem mosolyát szemem kíván többet látni bármily kevés lát tette felőlem furcsán járok furcsa furcsa portéka feleség 
634,innét városból fogjatok hamarjába rohanjak röpűljek vidékre országba kivánkozám helyre lelkemet vonta vágy ugyanez érzelem von maradni hágy nevezetes város tekintetem szerteszéjjel üstökös kalandoz telik nézésével összevissza tarkabarkán állnak új régi házak képviselve eltünt század történetkönyv város történetek könyve utca kő dolgokról beszél magyar szó árad járok édes hangok kedves hangok illatoznak virágok mindezek dacára innét ép megszokás utol érjen prózai kezével szemeimrül fényes rózsafátyolt tépje várost nézem elmerűlve tündérkéjbe maradj kolozsvár maradj emlékimben kedvesen dicsően gyorsan 
636,dicsérsz kedves meglehet köszönd énnekem szived forrása földnek érdeme terem gyümölcsöt virágot teremne fűszálat sütnének napsugárok 
667,szeretlek szeretlek kedves angyalom fáj szerelmemet bizonyíthatom egyszerűen szavamra tetszik hiszed oszlassam vannak kétségidet születtem gazdag úrnak bizonyságtételért gyémántkövet dobnék szavadért királynak születtem letenném koronám virágkoszoruért kezecskéd fűzne szivárvány kérnélek szineimet elfogadd festess bennök szalagot övezze derekad világlátó nap hagynám eget nagyvilág néznék szemeidet 
698,ifju lánya vén télnek kedves kikelet maradsz jelensz világ jöszte jöszte várnak régi jóbarátaid vond kék ég fák zöld sátrait gyógyítsd beteg hajnalt beteg szegény halványan üldögél föld küszöbén áldást hoz mezőre meggyógyitod édes örömkönnyeket sír édes harmatot hozd magaddal pacsírtát mesteremet szabad dalokra tanít feledd virágot feledd hozz amennyit elbír kezed nagyobbodtak halálnak tartományai bennök sokan szabadság szent halottai legyenek szemfedőtlen puszta sír hintsd reájok szemfedőül virágokat 
706,beszél német istennyila ütné követeli svábság fizessük adósságát csináltad fizesd nyelved öltöd meggebedsz ebugatta himpellére pediglen fizetünk aszondja minekünk háborút küld magyarra országunkat elfoglalja foglalod kurvanyádat hazánkat hadat nekünk izennek nyúlra heten lassan német húzd magad könnyen emberedre akadsz férsz bőrödbe' kihúzunk voltatok csókolózni mostan jöttök hadakozni jőjetek elválik bánja tanácsot adom jőjetek falábakon hosszúkat léphessetek megkergetünk bennetek fegyverre méltatunk kutyát kibotozunk kiverünk jobban pipánk alszik 
714,uton velem angyalom kedvesem lépésimet hiven kiséri szellemed tudhatnám édesem minő alakban jársz velem szellő illattal röpűl játszik hajammal alkony pírja ég boltozatán esti csillag ezüst sugárt lövel madárka megdalolgat bokorban kicsiny virág veti szemeit mondaná törj vígy magaddal tégy szivedre súgd édes kedvesem 
735,golyók sivítnak kardok csengenek zöld mezőt piros vér festi csaták zajától zeng föld ég hősi költő itthon daloltál harci vágyakat daloltad bátorságodat amidőn harc előkerűl honn sutban gyáva szívvel űlj beszédeket tart világ röpíti gúnynak nyilát reá elmosolyodom magamét hozzágondolom gondolom gyönge emberek győznek gyalázni győznek dicsérni egykoron gonodolok gondolom magyarázza senki énnekem helyem végzem kötelességemet csatába pokolba megyek 
740,daloltok jámbor költők időkben dal hallgat világ reátok hangotok csaták zajába hal mostan fiúk lanttal zenétek hasznot hozó tudhatnátok elenyészik mennydörgésben pacsírtaszó meglehet madár nézi hallgatják őtet odalent pacsírta kék magasban istenének magának zeng önmagától száll dal szivünkből bú kedv érintette száll dal szállanak szélben letépett rózsalevelek énekeljünk társak hangosabb lant vegyűljön zavaros földi zajba tiszta égi hang romba dőlt fél világ kietlen látomány szemet szívet bánt boruljon rideg romokra dalunk lelkünk zöld repkény 
746,ákácfák kertben szépemlékü fák amelyeken szivemnek drága ág kedves fák üdvezelve áldva legyetek áldom titeket ültetett harmatnak napsugárnak áldása rajtatok vidám dalosmadártól reszkessen ágatok örök tavasz lakozzék zöld fürteiteken éltetek enyém először kedves galambomat először ákácfák űlt lombok alján űlt szemközt velem röpült szeméből szivembe szerelem hogyne tudnám habár vala órát kigyúladt szerelmem hajnala hajnal ékesíte véghetetlen régteremtett ég letűnt hajnal megértem delet regényes melegebb jön alkony szerelmem alkonya ettől félj szivemnek imádott asszonya eljő későn jő jő légyen arcainkon arany szemfedő földbe letesznek csillag képiben ragyog zöld sirunkra sötétkék éjeken 
753,szeretlek kedvesem szeretlek szeretem könnyű termetedet fekete hajadat fehér homlokodat sötét szemeidet piros orcáidat édes ajkat lágy kezet érintése magában élvezet szeretem lelkednek magas röpülését szeretem szivednek tengerszem mélységét szeretlek örülsz búbánat bánt szeretem mosolyod könnyeid egyaránt szeretem erényid tiszta sugárzását szeretem hibáid napfogyatkozását szeretlek kedvesem szeretlek embernek szeretnie kivűled nézve élet világ szövődöl gondolatomon érzeményem alva ébren hangzol szivemnek verésében lemondanék dicsőségrül megszereznék dicsőséget vágyam akaratom akarsz akarom áldozat kicsiny éretted örömet lelsz csekélység gyötrelmesen sért fájlalod veszteségét szeretlek kedvesem szeretlek ember sohasem szeretett szeretlek belehalok személyben mindened szerethet él férjed fiad atyád szeretőd testvéred személyben mindenem lyányom anyám húgom szeretőm hitvesem szeretlek szivemmel szeretlek lelkemmel szeretlek ábrándos őrült szerelemmel mindezért díj dicséret illet egyedül dicséretet díjat érdemled tőled tanultam szerelmet 
754,ősz énnekem tudja isten okból szeretem szeretem kiülök dombtetőre nézek szerteszét hallgatom fák lehulló levelének lágy neszét mosolyogva néz földre szelíd nap sugara elalvó gyermekére néz szerető anya ősszel föld elalszik hal szeméből látszik álmos ő beteg levetette ruháit csendesen levetkezett felöltözik virrad reggele kikelet aludjál természet aludjál reggelig álmodj olyakat amikben legnagyobb kedved telik ujjam hegyével halkan lantomat megpenditem altató dalod zeng méla csendes énekem kedvesem űlj mellém ülj szótlanúl dalom tó suttogó szél elvonúl megcsókolsz ajkaimra ajkadat lassan tedd keltsük álmából szendergő természetet 
761,édes hazám magyarország bajod bús orcád orcád bús könnyed hull fájdalomtul bajom nékem királyi széken ember vadállat űl uralkodik kegyetlenűl zsigmond király vadállat nyomjad vállamat bírja lábam dőlnöm hosszában tettelek királynak világ királyának csúffá tégy kiszakítsd életemet istenem nézzek bús enyészet tagom zsibbad fáj átkozott zsigmond király lelkem testem beteg gyermekeim segítsetek vitézek jártok késtek szegény haza fiaidat hasztalanúl hívogatod rész gaz áruló rész földönfutó bakonyerdő sötétsége zsiványoknak fészke űzött vadak laknak igaz hazafiak közöttök hogyne kont istván vadonba' feje sötét ágak szíve sötét bánat gondolkodik összehíja cimboráit csendesen előrelépett kezdte beszédet összeolvadt számunk szegény magyarországunk csupán harminc ember maradt védeni szabadságodat tennünk kicsiny szám isten kedves hazám barátim hátra készüljünk halálra budára királyhoz tegyük kardunkat lábához vegye életünket bántsa gyermekinket egynek kifogása készen halálra fölnyergeltek lóra kaptak buda lovagoltak mentek csoportban mentek némán mentek lassan némán lassan sötéten felhő égen budavárba följutának király megállának legbölcsebb közöttök kont királynak beszédet mond király előtted kiirthatd pártütőket életünket kíméld gyermekinket leoldozták kardjaikat kezök reszket keblök dagad kardjoktól elszakadni lelkök szakadna leoldozták király rakták odarakták sorba szegényeket od' porba hazának képe hevert holttest haza megalázva gaz király lába zsigmond király kevélyen végignéz vitézségen szemeit behúnyja kezdi cudar gúnnyal nos uraimék tréfa meglapulunk megkorbácsolt eb módjára ezek vad vitézek királyi széket koronámat fenyegeték kiktől megijedék hisz ezek jámbor koldúsok szegény golyhók busúltok amért koldulátok életet megkapjátok harminc vitéz föllobban irtóztató bősz haragban láng szivök láng szemök fölfordúlt világ velök kont bajúszán egyet ránt megereszti vastag hangját beszéd végét várva reádördül királyra állj istened többet szólsz bosszulatlan koldús volnál zsivány volnál gyermekink magunk végett jöttünk kérni gyermek gyermek kocka dobva zsivány voltál maradsz ivadékod vér rajtad piros bársony süssenek tüzes nyárson gyilkoltass mindnyájunkat tehozzád illő munka álltam szóba véled haramjával beszélek némán néz király rája habot túr dühében szája int kezével vitézek hóhérkézre kerülének hóhér sujtana megállj mester szól király halljátok letérdel kegyelmet kér életet nyer harminc térdét meggörbítse mozdul térdel állnak néma megvetéssel sujts ordít veszett király sujts bakó sujts fej sujt hullanak fejek ősszel falevelek huszonkilenc fej hever garmadában vérpadnál huszonkilenc ember vére száradt piac kövére kont istván következik végső harmincadik ő hazába' szabadság végsugára föllépett vérpadra megreszketett alatta állt bokáig vérben társai elfolyt vérében összegörnyed zsigmond király elítélt egyenest ő tekintete isten itélete szólna zsigmond végezd mester szólani tud mer körmét mellébe vágta fogaival ajkát rágta iszonyú csend kont lehajlott kiomlott vérbe markolt piros vért odavágja zsigmond fejér orcájára ordítozás dob pergése hallik kont mennydörgése zsigmond király gyilkos király vérünk átkunk fejedre száll hóhérbárd villan suhan kont feje porba' esett válláról nap ég boltjáról gaz király zsigmond király gazabb társainál neveik különbözők egyformák lélekben tart beteg világ tart nyavalyád király fene rágja tested agyonrág metszed 
779,tábornok úr tartom embernek akkorácska parányok aminő levett kalappal szóljanak velem gorombaságival elhalmozott orcám pirúlt igen pirúltam magamért pirúltam magyar sereg tábornokja tábornok úr ellenség gorombáskodjék azzal szabad bánjék szépen honfiakkal hisszük szándékszik kergetni seregből kemény vád kemény vád gorombaságit épen rajtam űzi fél tollamnak hegyére tüzöm fel önt toll istenemre hegyesb tőrnél lelkiismeretnél megszúrok véle fáj neki sír férgei cirógatják föld kiírnám önt név szerint saját kardjával tenni képtelen tollammal tenni akarom fogom önt megörökíteni ajánlom leszen szerencsétlenségünk egymáshoz beszéljen vélem emberségesen tartom magamat embernek akkorácska parányok aminő levett kalappal szóljanak velem 
782,szegény legény vagyonom szívem enyém rég birja galambom életemet hazám szent hazám kész áldozat tenéked áldozám megmaradt szűz becsületem magammal viszlek sírba szállsz velem 
