id,versek
564,csillagnak születél magasban fényesen belőled mécsvilág leszen szűk házamat világosítja leány ifjú megyek hallod beszél felőlem világ hallod kigyót békát kiált igaz hir rosz lehetek leány ifjú megyek apád egyetlenegy örömsugára eljöttöd kebliben rideg vad éjet hagy haragja búja rém velünk lebeg leány ifjú megyek 
567,terhes szekér alföld fertőiben vitorlátlan hajó tengeren jő lassan jő jössz lassan vén idő ah megvénülél birod magad töréd fölül lábadat béna koldús csúszsz elé mankóját elveszité öledben ásitó fiaid napok ásítni általuk kedvet kapok ásítok nagyokat elnyelem magamat förtelmes vén idő roszlelkü hatalom fogsz futni akarom fogsz futni velem édes szeretőm megifjodol vén bőröd leveted öltesz sas szárnyakat köszvényes láb gyorsan szállasz élet örömeivel mostan röpűlj idő kedvesem leszünk ölelem bánom órád eltart századig 
576,látom kelet leggazdagabb virányit természetnek virág háremét napnak rózsaszínű szempilláit hasadt felhő mosolygó peremét látok homályos pálmaligetet szellő rejtélyesen susog énekel fényes madársereg madarak zengő csillagok látok hegyről kék szigetet tenger messzeség ölében körűlem ősz kikelet vándorló darvak úsznak égen őszbül tavaszba utánok elküldi szív vágyait vágy jobban boldogít lenni vágyok látok mesés holdfényes éjszakát élet alszik halál viraszt légen szellemek suhannak ruháiktól megrezzen haraszt alvilági rémes szellemek boldog halottak lejöttenek holdsugárok arany fonalán csillagjaidból mennyei magasság kedveseiket meglátogassák ajkaikra csókolják édes álmat lelkeik ég üdvét érezik látok sohasem szemnek sejtésnek látható éjben szemben látom kedvesemnek sötét világú ábrándos szemében 
592,bántson fényes napvilágom arcom elsötétedik lehetek bármiként kivánom előtted folyton folyva vig nyugtasson szivembe bánatot hozád vala szereznél bánatot földnek égnek legjobb angyala amért kisértetes halványság színe fed szellemnek martaléka meglátogatni feled kérem hasztalan esengek hagyjon hagyjon magamra kérlelhetetlen siket ő enged örökké visszajár kéj legédesb nedve érinti szomjas ajkamat megjelenik kezem megáll ijedve földre ejti telt poharat szellem mult mult időm emléke legvadabb legborzasztóbb alak pokoli bor hevétül égve sors viszályi kigondoltanak szellemnek odavetve fel feltör sírja mélyibül súgja rémes ígéit fülembe lelkem lelketlen sziklává kövül szólíts úgysem értenélek édes hangod hatna szívemig várd békében jelenésnek irtóztató órája eltelik körűlem álom fon hideg kart miatta kinom álom csupán használ tart eszembe jut álmodom 
601,isten alkotál szívet szivem másban sokféle forró érzelem hű tanya szív nemesebb barátság hű tanyája elhagyott elaggott szüleim lágy párnája kert szív leg illatosb virágid nyílnak szerelem bánya szabadság számára kardvasat terem kerek világon ölel melyhez imádása hajolna röpülne fel szív megszünik dobogni többiek szív megszünik dobogni néma hideg föld porában össze vegyűlni többivel olyannal épen magasb indúlat gyujta fel szívemet bírja másokéval ugyanaz hely vegyétek meghalok barátim égessétek 
639,bántsd költőt magányba fut fekszik gyönyör hírrel törődve nagyra született ő lelke lángolási szentebbek volnának boldogabb időkbe' húr lantján tágan lankad tudna harci dárda íjt feszíteni ajkán vágyakat lehel honfiszívek árja ömledezne hazájának elmult büszkesége hajthatatlan megtört szelleme romján titokban sóhajt népe árulás szeretni halál védnie árulónak becse szégyenlője ősei nevének fáklya vezet méltósághoz hazát hamvasztó máglyán gyujtaték bántsd költőt gyógyíthat kéjek akarja elfelejteni reményt adj fény ragyogjon honja éjén meglátd érzeni azonnal szíve szenvedélyt táplált kedves hajt babér fejét hasztalan övedzi harmodiusnak kardját födi dicsőséged eltűnt remény neved drága erin élni dalába' órában legvidámabb emlékezni rád sorsod viszályára panaszod meghallj' idegen rónáin tengeren túl küldi lant sóhajod maga zsarnokod láncod szorítja rabja dalán megáll sírni 
657,kinn ménes kinn pusztán betyárok országutján benn csikós csárdában iszik istenigazában igyék kedve tartja kiszáradott torka csoda melegben süt nap eszeveszetten beballag kend bátya iszogatni csárdába gondja ménesre bízza kelmed kezekre kinn hagyott három bojtárt ér hajító fát három azzal mulat alszik kalap hevernek földön hanyatt orcájok kalap egyebökkel gondolnak megpörköli nap kecskemét felől homoktorlatok megől lépeget lassacskán sötétpej paripán tüzes ló legény tüzesebb fajta bátorság szemében karikás ostor kezében jön jön halk lépést tart méneshez ugrat kiszakít falkát kunság isten fárad nap nyargal betyár paripák csattog pattog karikás jön csikós csárdából gyógyulóban mámorából bojtárok ébredeznek híja ménesnek kerületbe ló keresni szedtevette kereshetik mán szabadkán kikindán 
670,végtelen birodalom adának néki ketrecet vasrostélyos kicsiny ketrecben oroszlán sivatag király hagyjátok békében állani szentségtelenség háborítani elrablák szabadságot tőle gondolkozzék felőle éri fa sudarát lépjen árnyékára merően méltóságosan mostan méltósága elvették szabadságát mindenét vehették hős tekintetét merően piramíd nézett reá komor köveivel járnak kósza gondolatjai szülőföldére képzeli sivatagjait vele zúgá szamum szele föld idő tömlöcének őre jő merengésének eltünik világa vesszejével főbe vágta vessző fickó parancsol néki égnek istenségi hajolt magas feje gyalázatot tűrnie bámuló otromba néptömeg gyalázatán nagyot röhög mersz pisszenni léha söpredék találja törni tömlöcét összetéphet széjjeltagolhat lelked pokolnak 
676,hegy (sóhajtott völgy) hegy isteni csillagok szomszédságábul nagyvilágra letekinteni boldog hegy uralkodik királyi széke dicső magasán körűlövedzi hódolattal fejét felhő tömjénfüst kelő nap sugáriból tesz homlokára aranykoronát lemenő palástul adja végsugárainak bíborát hegy elbújva áttengenem homályos éltemet szomszédig láthatok szomszédból láthatnak völgy (sóhajtott hegy) völgy rideg magasság dicsőség tőlem irígylenek talál napsugár utósó rajtam ragyog puszta hideg pillangó harmat csalogány virág hívom szeret odalenn enyelgő szellő idefönn csatázó fergeteg völgy élnék nagyvilágtól rejtve cserélgetném boldogságot tavasz kedves szülöttivel 
695,űl király kevélyen fényes királyi széken magas urak (aljas szolgák körülveszik kezét nyalják trónus inogni kezd földindulás okozza földindulás néplázadás gyarapodik szemlátomást folyóvíz gátot eltépte nép láncot békójának töredéke fegyver mostan kezébe' ing trónus jobban sompolyognak alattomban sompolyognak urak királynál tudjátok maradt orcája hó ruhája vér keze halál neve hóhér szól király elhagyott másodmagammal egyetlenegy hű emberem maradok híved király szólt hóhér előlépve királyoknak híve trónus járnak egyebek árnyak tart árnyék süt nap elmegy vége maradtam teveled adsz kenyeret lenni minekünk egymás élhetünk 
719,dobzse lászló őfelsége magyarok királya cseh csehűl álla parancsolni szeretett értett hozzá értett vón szavát fogadt' ország üres feje néki üresebb zsebje keserves polturáért könyökig vájt ruháján moly idő megrágta prémet szinű lehetett tudni rémlett parasztfolttal csapta pofon csizmáját varga rozsdás sarkantyúja ferde sarka kamrájában egerek kárt tettek biz legjobb szándék tehettek pincéjében bőséggel állott bor gyüszűnyi telt legnagyobb hordóbol éhezni méltóztatott király őfelsége alattvaló hítta ebédre bánta meghivá ebédre őfelsége kegyelmesen gróffá tette érte szegény király szegény király vigasztalódjál szegényebb királyok lesznek voltál dobzse lászló őfelsége magyarok királya cseh csehűl álla 
734,benn férfikor nyarában ifjuságnak eltűnt tavasza magával vitte virágot álmot hoza magával vitte zengő pacsírtát fel felköltött piros hajnalon sötét vón világ élet szeretnél fényes angyalom elszállt égről piros sugár elszállt földről dalos madár üres fészkébe énekelni bús szellő haragos vihar ábrándaimnak száraz erdejében csörög csörög susog lomb sötét vón világ élet szeretnél fényes angyalom ég arany hajnalcsillagja föld ezüst harmatja elvesze letörlé kérlelhetlenűl rideg valóság szigorú keze felhők borongnak rekkenő meleg gondok fojtó levegője nyom sötét vón világ élet szeretnél fényes angyalom regényes bércek kősziklái folyt csengő morajjal tündér patak dicsvágy patakja ajkaim boldogító mámort ittanak foly igyék vizéből iszom szomjazom sötét vón világ élet szeretnél fényes angyalom elfordúlok enmagamtul polgár végigtekintem hazát szemem megromlott satnya ivadékot pusztulásnak indult népet lát karom feszűl szivem tombol haszna tehetek sirathatom sötét vón világ élet szeretnél fényes angyalom szeress szeress szeretlek lángolón véghetetlenűl áraszd fényt melegséget isten arcáról szivedbe gyűl szíved világom nappal napom éjjel csillagom sötét vón világ élet szeretnél fényes csillagom 
739,hallod szív szívem hallod beszédet gyávaság vádjával illetnek tereád merik mondani gyáva tereád mersz menni csatába nyomoru férgek hátam mögött vakmerőn beszéltek időben szemközt állottam veletek pillantásomtól reszkettetek tőlem figyelem irántok nyujtogassátok kigyófulánkot marjátok marjátok csúszók sarkamat hátra fordulok eltiporjalak csendesedjél szívem indulat pazarolnod nemes haragodat épen kedved lázas indulatra válassz érdemesebb tárgyat haragodra csendesedjél szívem parancsolj vérednek fölzaklatott viharok kergetnek mutasd azzal nagyságodat békén tűröd cudar rágalmakat cudar gaz rágalom bebizonyítom restelem bebizonyítva azok ócsárolnak éljenezni fognak győző ünnepemben hitvány ember hitvány miljomad része közte menjetek kivánom boldoguljatok küzdök érte jutalmatok 
742,tudod először ültünk tó fák röpűl gyors idő fölöttünk év elhaladt ősz mosolygó őszi délután szelíd fuvalmak rezgették sárga lombokat fán tükrözé tónak vize tiszta kék eget ringatózott csónak ábrándosan víz gondolatban élveztem mennyországomat csókolhattam mostan édes ajkadat éve elvitt idő tőlem azalatt panaszlok amennyit elvitt többet hozott hozott reményim fényes gyöngysora kiért örök üdvösséget ezerszer adnám maradjunk mellettem busúltam egykoron hagyj elmerengnem végetlen boldogságomon 
759,világ harcmezőn harci vágyat éreztem daloltam vágy láng ég halt rohannék maradni elmennem szégyen fájdalom kettős könyűje áztat szivemre szállt fájdalom gyalázat gyermekem gyermekem születve szivemre kínt hozál gyalázatot nevemre megleszesz élni fogsz fogsz majdan élni nevünkről elvész szenny miattad éri leszállhatok sírba fejfámra nevem sötét betükkel írva jőjön tavasz fák zöldelni fognak híremnek fája kizöldül tavaszkor 
768,négy nap dörgött ágyu vizakna déva talpalatnyi földet vér öntözött fehér világ fehér hó este omlott piros vér fehér hóra négy hosszu nap csatáztunk rettentő vad csatát messzelátó nap nagynéha lát megtettünk kivánt becsület tízannyi győznünk lehetett szerencse isten tőlünk elpártola pártfogó maradt velünk bem vala bem vitéz vezérem dicső tábornokom lelked nagyságát könnyes szemekkel bámulom szóm elbeszélni hősiségedet néma áhitattal szemléllek ember istent imádanék meghajlanék előtted térdem meghajlanék jutott vészes dicsőség járjam vezérem csatatéreket melletted lovaglék harc veszélyiben élet pusztul halál terem sokan elhagytanak rendíthetetlen agg hagytalak lépésid halálig követni fogom bem vitéz vezérem dicső tábornokom 
