id,versek
92,becsüllek pohár benned restelek restelem benned pohár könnyen kihörpentelek tenéked pohár fogynék borból sohasem nékem volnál pohár innál belőlem véges végtelen 
97,multat kitárja képzeményim hű panorámája katona barátom tévelygő szememnek elfáradt sugára képeden pihen mult pusztaság vidéke hő tikkasztó nap ége pusztaságban árnyékos fa voltál új erőt szereztem enyhe sátorodnál kedvezett jószerencse nékem túljövék szomorú vidéken bú örömemnél használt jöttem jöhettél sors parancsolatja közös útunk kettéágaztatta évek érkezének évek távozának hirét hallhatók egymásnak szívedben feledve jutok eszedbe emlékem rajzol rajzol muló emléked 
100,elvennélek adnának szólok anyádnak megtagadja tőlem kezedet oka háborodott elmém sírnék szégyelném felhő égen sírnom szégyen termettem búzának aratás levágnának kellene szenvednem keserves életben 
104,játszottak kérdezzétek vétek nézni vétek kontárkodás gyalázat csaknem megszalasztották házat tűz egyben lélek fajankók álltak beszéltek darab rosz silány végképen untató legnagyobb mértékben ásitottam hányat minőket sötét világ égett (hol maradhatott kislyány üres amelybe páholy 
141,szeretője bort igyék hinni fogja lyány érte ég igyék bort pénze övé világon kincs igyék bort búja bú tőle nyakrafőre elrohan szeretőm pénzem bánatom másnál háromszorta többet ihatom 
147,panaszom kelmed hallja kelmed nap uram sugarával bánni fukaran elballag kelmed fölöttem istenadta nap szobám kelmedtől sziporka fényt se kap sötét kimondtam mibe' embersége nézzen kelmed versirás mesterségem tudja tudja esetben pompás szobám hogyne tudná 'sz hajdanában kelmed lantot vert rudalták olympról jupitert szánjon kegyelmed kedves kollega uram mátul fogva sugarával bánjék fukaran 
148,nap házas legény tudjátok szegény fején épen átok papucskormány terhét nyögi rosz felesége bút szerez neki természetes öreg bort veti bort bajnak orvoslója bort szívből bút kiszórja otthon inni merészel kész pör feleséggel tud magán segíteni égen szokott utat teszi vár fellegekbe öltözzék láthatár félve meglátja felesége bebaktat közeleső kocsmába iszik kefekötő bújába' jön est felleg oszlani kezd látjátok őtet mámorosan piros pofával égről lezuhan 
165,ugattok haraptok hitvány ebek torkotokba megfúltok kemény koncot vetek nyirbáljatok üvegházak satnya sarjadékain korláttalan természet vadvirága verték tanítók bottal költészetet iskolai szabályoknak lelkem engedett támaszkodjék szabályokra szabadban félve mén korláttalan természet vadvirága virítok számotokra árva finnyás kóficok kiknek gyönge kényes romlott gyomra háborog ép izléssel üdvezelve jön elém korláttalan természet vadvirága örökre szépen békét hagyjatok gyümölcsü munka falra borsót hánynotok kedvetek jön kötődni kapkodjatok felém természetnek tövíses vadvirága 
169,hegyoldalt venyigesor takarja megvert uristen haragja avval vert venyigét teremtett venyigére gerezdet gerezdet apám után vagyonhoz jutottam vagyonomat fillérig elittam napszámra dolgozom napszámom kikapom kocsmába mék eliszom eliszom 
173,fényes csillag maradtál odafenn szolgál égről lefutottál szolgál ránéztem galambodra sugaramnál szebb szeme boszankodás kergetett 
175,mondom mondok háborgassanak gondok háborgassanak bennünket vidámság tréfa nesz ifjak ifjuságunk idő jártával járjunk szerelem kertében virág nyílik lépten talál tüskéje szúrni illatja gyógyulást szerez szeressünk erőnk szeretni idő jártával szerelem kertében nap tikkasztón süt égen térjünk hüs árnyékú lugasba borgyümölcs tőkéihez igyunk pénzünk pénzünk idő jártával kép legszebb élet képe adjunk érette bút cserébe fellegekre szivárvány reánk mosolygani derengő ifjuságunk idő jártával 
179,fiuk isten áldjon iszom igyatok nézhetek vidámon elhagyott hazámon részeg látom hazámat lennie pohár habjai ömölnek sebét hegeszti részeg boldog hon örökké élnem fiuk láthatna éngem senki józanan 
184,sötét betűk amiket leírok lennének balsors ér elvetném tollamat írnék vonásomért ország bér 
185,boldogítod férjedet kívánnám tedd mértékben fájdalomnak csalogánya ő boldog hangja ritkán jő gyötörd halljuk édesbús dalát 
193,levél szebb reményeimnek korán kiégett hajnalcsillaga keresni foglak hasztalan kereslek meglátjuk éjnek hallgatag felében halvány sugárt hold földre vet temetőnek küszöbét átlépem fejem lehajtom sírhalmod fölébredendsz álmaidból elhagyod mély hűvös nyoszolyád meghallgasd ajakam szól szerelemnek epedő szavát fölébredendsz álmaidból elhagyod mély hűvös nyoszolyád letöröljed lankadt pilláimról omló könnyek záporát fölébredendsz álmaidból elhagyod mély hűvös nyoszolyád szellemed égő csókjaimtól keblem tüzétől melegűljön holtjokat sírok adják mennyben találkozol velem éj mennyország mutat 
197,voltál virágom hervadt puszta életem voltál fényes napvilágom lementél éj körülem voltál képzeményim szárnya megtörve szállhatok voltál vérem forrósága meghűltél megfagyok 
202,tekintesz szobámba kiváncsi hold foly világ hajdanta folyt pillantásod betévedett látád szívben férő lángéletet bú kedv élet halálra látál csatát győzedelmeskedni bút láthatád megtekinted arcomat vélheted tükörben látod tenmagadat hideg szótalan jő hidegségem szótlanságom temető 
206,különös elmosolyodom vidám tréfás beszéd felhős ég mutat derüt nap kisüt felhő keble megreped 
210,barátim vigasztalással szomorítanátok bú kincs szerelemtől örököltem kincset híven őrzi szívem (mert sziv üresen állhat lakója öröm búbánat kincset tékozolnám föld gyönyöreért darabja dallá olvad lelkemnek titkos műhelyében dal kő épülethez felhőket érni fogja büszke fényes épület kedves halottam pantheonja 
214,hatalmas orvos idő előbb sebet befog bármennyit szenvedek orvos által meggyógyulok bú sötét felhők villámtüze nyájas hold sugára tündökölni száll szelíd emlékezetem morajtalan tavára fon sors fáradó keze rózsás kötelet összefűzi életvágyat fölépült szívemet gondolható könnyek szók keserűk lehetnek melyekkel tört szív örökre búcsut mond remény élvezetnek szeretném hűlt kebelem vágy kívánságtalan szeretném elmennék etelke öleld fel halál kifáradt éltemet tedd temetőbe keblén elszunyadt magzatját szülő letészi bölcsejébe meghalok ohajtásom barátim tőletek kedves kisleány temessetek mik voltak álmaink éjfelen elmondjuk egymásnak indulunk ébresztő szava zeng föltámadásnak 
219,hó holt föld téli szemfedője éjen temetőre leszállt nap hideg sugára néz komoran halottak puszta országára enged hó temetőben egyedűl etelke sírja napfénytől szemem síró szememnek szakadó könnyétől 
221,tizenkettőt ütött óra fölébredék harangszóra sötét szobámban fehér alak lemegy vártalak boldogságom fájának idő lehullt gyümölcse jer karjaim kitárva állnak kész ajkam csókját ajkadra hintse jer elröpűlt kedves galambom szólt lyányka halk fájdalmas hangon megállj megállj előbb megkeresem elvesztett életem lásd élet sírban fekünni szomorú sötét hideg élni akarok megkeresem elvesztett életem nálad add kérlek megtaláltad nálam találtam találtam drága életed enyém átadni akarám tulajdon éltem látomány eltűnt éjben 
223,várlak ezentúl megsiratott gyermekem jelensz megjelentél szobámban csöndes éjeken eljő éj eljő éjfél haszna jő jő látom lengő szellemed reményem eltörött szárnyával födöm bágyadt szememet levél maradsz örökre kedves leány hervadt orcám ijeszt félj félj hervadt orcámtól levék halovány fel sirodból mindennél drágább árnyalak lássalak terhedre búm háborítalak 
251,mihelyt megpillantottalak menyecske bordám húsdarab ugrálni kezdett sziklán kecske mellem folyton égő katlan láng harap volnál meggyujthatatlan kebled fehérlő alabastrom búm sötét holmi ócska klastrom halál dúlt szivemre flastrom 
256,vándoroltam elhunyt édes lelkem jártam keltem bánatos emléked sötét fátyol huzódott utánam sírodnak halmátol visszajöttem csókot adhattam nyájas idvezletül alattam lehajtom fejemet árvafűz módjára lágy kebeledre kemény fejfádra játszanak ujjaim szőke hajaddal hamvaidból sarjadt fűszálakkal hallok suttogást kedves ajkadét hallom suttogni temető szelét ekképen merengek sírod csendes halmán lefolyt időre nyugodtan gondolván nyugodt kebelem fájdalmam szélvésze kitombolt elzúgott megszűnt elenyésze alvó tenger mult halálod kőszirt reményim sajkája kettétört durva kőszirt szépen látkör végén kék messzeségben állani szemem váltig szívemen képed etelkém halálig függni szívemen képed domború sírodnak fejfáján hervadt koszorú 
259,rég veri magyart teremtő tudja jövendő földön napja örüljön búsuljon tudja isten bút adott nemzetnek adott bút ölje terem bor leány belül magyarország határán leányt leányt ölembe szorítsam kezemmel szivemre szíjam édes lelkét csókommal vessek számot keserű bajommal bor borral sírja piros könnyét pohár piros könnye tüzes istennyila kialudt életet meggyujtja cigány húzd kifizetem húzd megrepedjen szivem repedjen örömébe' bujába' vigad magyar ember 
266,gyalázatos világ gondolsz szívemet sebezd panaszlanék hisz megtörtént várhattam pályám mindennapi pálya új utat tör gaz tüske várja pályámon paréj tövis gázolok megyek egyaránt fájdalmas sziszegő kigyók mérges fulánkja bánt (az utamban kígyófészek eltiporjam lépek sebemre ég orvosságot ad keblem varázsfüve büszke öntudat tőlem fájdalmat elveve kígyók marása szivemnek közepében ásna mardossatok kígyófajzatok eltiprom köztetek eltiporhatok idő gyilkolja idő jobb lelkek segéde kiáll ezeknek védelmezésére idő hű gyámolóm benned megbízhatom úton útfelen sárral dobáltatom senki leszesz velem szennyes világ dobott megtisztitod sártul orcám 
281,vadonerdő világ körűlem sötét éktelen vadon járok elfáradt vándor éj útat kicsiny fény rezg ágak bogak gyér nyilásin szeretett leányka követem fényednek sugarát fény mécsvilág nyughatom csöndes tanyán csalóka bolygótűz temetőbe sírba visz 
290,világtól elvonulva élni csöndes házfödél elvonulva lyányka véled élni édes gondolat szeretném hagyni világot csatatér harcolunk harcaink jutalma legfölebb babér küszködjem örökké megvagdalni hagyjam lelkemet babér elfödi sebünket elfödi gyógyítja tedd kezembe kezedet leányka ahová vezetsz megyek menjünk lássam távolról se csatahelyet menjünk sebes léptekkel minket érjen utol mult időm emléke madár harcaimról búsan dalol 
298,letarlott megsárgult vidéken szomorúan űl őszi köd mult időmnek szomorú emléke őszi ködként ült szivem feljön nap fényes arculatja eloszlik szomoru köd fényes arcod megláttam leányka világosság szívem lyányka tégy nap veré ködöt tisztán lássék hervadás világ 
304,estem lyánykám beszédes szemeidnek sugáritól (szemeidből jóság vidámság kedves égi gyermek szól estem tőled lyány aranyba foglalt drágakő nap elédbe állok nap nemsokára jő nap sorsomat határzó waterloo napoleonét király kevélyen hordom koronámat fényes reményt éltem fejemről porba hull drága korona éltem fájdalomnak oceánján szentilona 
306,mostan fejemről bú fekete nehéz sisak jer jókedv könnyü tarka csákó pajkos tollak inganak bú lándzsa szögezve tulajdon gazdád keblinek jer jókedv virágbokréta keblemre bátran tűzhetek bú alvilági kínpad szív mártírkodik jer jókedv hattyutollas párna szív mennyről álmodik jöszte jókedv jöszte víg barátom csapjunk hatalmas ünnepet hatalmast aminő közöttünk ünnepeltetett jöszte jókedv fényes szivárványod vond keresztül ég iven jöszte kezdd szellemzenédet táncoljon lelkem szivem kérdezed jókedv barátom tartunk ünnepet megtudom lyányka szeret szeret visszatérünk leánytól szerelmet tőle hozunk utra küldelek barátom találkozunk megvallom reszkettem időtől jőni kihamvadt bátorságom lángja épen lobog gyalázat gyáva katonára síkra búsfélénken vigalomra vigan rohanjunk csatába élet halál 
312,isten férfit teremté homlokára szállt sötét ború borúból felhő égiháború isten hölgyet teremté örömében sírva fakadott látni örömkönnyeknek cseppjeit csillagot 
320,bú búm busúlok keblem oroszlánbarlang szívem bárány szaggatják éhes oroszlánok fogaikkal körmeikkel vérét isszák csontját rágják velőjét szíják szegény báránynak éhes oroszlánok öröm örömem örülök keblem édeni kert rózsa kertbe' szivem napsugarakkal tarka lepékkel játszik rózsa zeng körülötte csalogány jön angyal leszakítja rózsát illeti csókkal keblire tűzi véle égbe röpűl 
337,földön mindegyre változik multam jelenkorom testvér ismerik tenyeremben hordtam szivem barátsággal szükség kérjék tőlem kináltam vele mostan kérik szívemet adom adom hazudom jőnek szivem eredjetek szerelemre gyúltam plátói szerelem vala szentül hittem lyány mennyországnak angyala hittem ördög angyal leány sírok kellek egynek akad helyette akarhány hazaszeretet napom melegíté lelkemet mostan holdvilág sárga hideg sugárt arcomra vet világ megbántott kivánkozám sírba épen bánt élni vágyok dacolni kedvem vele agyag hig engedékeny ujjal átszúrható márvány lő rólam visszapattan golyó fehér bor szőke lyány fényes nap hatottak lelkemig vörös bor barna lyány sötét éj kedvem bennetek telik 
341,téren kettős sírhalom fölöttök zöld bokor egymásra hajlanak szerető szív összeforr igen szerető szív szálla pihenni domb alá háborgó életnek kemény harcát kiharcolá egymás temetteték hű szeretők magokat egyesűlve legyenek földön föld egyesűlve maradának sírhalmokon növe ölelkező bokorfa szerelmes szelleme 
347,vén királynak feje sivatag hajszálai fűvek gyéren inganak vén királyi főn tölgy korona megszólamlanék századról szólana megszólamlott végtére kóbor felhő jöve elfáradott leszálla pihenni fölibe kérte mondaná élettörténetét felhőnek tölgy következőt beszélt világ regényes bércein virágozának boldog őseim anyám hozzá égi bolt vadonerdő legszebb fája fergeteg szeretett szerelme célt érhetett anyámra aljaslelküség szegény anyámra bosszut esküvék teljesíté függtem testvéreimmel szűlőnk kebelén letépe minket szétkergetett bosszujában rémes fergeteg idáig űzött haraga sivatag magába fogada felnőttem századot jött távozott ah unalmas hosszu életem szomorúság széttekintenem bármerre nézek látnom szegény anyámat testvérimet koronként jőnek emberek javokra lehetek nyáron jő nap égeti szolgálok hűvös sátorúl neki jőnek erre tél idő adok tüzelni száraz ágakat kétségbeejte világ jön fölakasztja énreám ezzel végeztem terjede hosszú éltem rövid története éltemnek vége fergeteg fergeteg régi ellenem győzhetett bírt énvelem hőst századéven bátran rendületlen állt hőst fogja eldönteni önnön keblének hitvány férgei isten isten alkotál számomra nemesebb halál beszélte tölgy űlt tölgytetőn felleg beszédet hallgatta részvevőn részvétből szánalomból villámot vett elé árva tölgyre sujtá porrá égeté 
356,háborgattok takarodjatok munkába' sietek ostort fonok lángostort napsugarakból megkorbácsolom világot jajgatnak kacagok kacagtak amikor jajgattam élet jajgatunk kacagunk halál mondja csitt meghalék mérget töltöttek azok vizembe megitták boromat tettek gyilkosaim gaztettöket elleplezzék kiterítve feküdtem borúltak könnyezének szerettem fölugrani orraikat leharapjam harapom gondolám orrok szagolják rothadok fúladjanak temettek afrikában szerencsém hiéna kiása siromból állat jóltevőm megcsaltam ő combom akarta megenni szívemet adtam keserű megdöglött tőle emberrel tesz jót ember mondják virágnak gyökere mennyben virúl igaz virág ember gyökere pokolban bölcs tanított erre bolond éhenhala lopott rabolt kacagok bolond hisz sírnom kellene siratni gonosz világ isten felhőszemével siratja megalkotá használ ég könyűje földre hull ronda földre emberek lábbal tiporják ég könnyéből sár ég ég vén kiszolgált katona érdempénz melleden nap ruhád rongyos ruhád felhő hm eresztik vén katonát hosszu szolgálat jutalma érdempénz rongyos öltözet tudjátok tesz emberi nyelven fűrj mondja pitypalatty teszi kerüld asszonyt asszony vonzza magához férfiakat folyókat tenger elnyelhesse állat asszonyi állat veszedelmes arany pohárban méregital ittalak szerelem harmatcseppnyi belőled édesebb mézzé vált tenger harmatcseppnyi belőled gyilkosabb méreggé vált tenger láttátok tengert fergeteg szánt vet halálmagot láttátok fergeteget barna parasztot kezében villámösztökével megérik gyümölcs lehull fájáról érett gyümölcs föld lehullanod várok holnapig holnap végitélet beások föld közepéig lőport viszek világot levegőbe röpítem 
358,távozol ifjuságom bízvást távozhatol siratlak búcsúm tőled keserű hideg mosoly valánk jóbarátok úr voltál kutyád korbácsoltál uszítottál tüskén bokron dobtál irgalomból száraz csontokat büszkébb alamizsnád elvegyem távozzál ifjuságom halld végszavamat vidd magaddal emléked vidd magaddal átkomat 
363,szeretném itthagyni fényes világot sötét foltot látok szeretnék rengetegbe menni senki senki hallgatnám lombok suttogását hallgatnám patakok zugását madárnak énekét nézném felhők vándorseregét nézném nap jöttét lementét lemennék 
369,emlékezet összetört hajónk deszkaszála hullám szél viszálya tengerpartra vet 
373,mely'k legvígabb temető bú temetője lelhető kérditek úgyebár bú temetője boros asztal közepén kereszttel palackkal sírhalom pohár járjunk víg temetőbe szomorú időbe' 
374,hajamnak fürtjét levágom szála szög elmúlik ifjuságom megőszülök falra függesztem tükör barna fürtöt csalom szememet hitetve fiatal árul szív ütése halkabban dobog 
377,lyány szemed sötét ragyog kivált tekintesz tündököl zordon éjben villám tüzénél hóhérpallos 
379,bölcs hajdan szamáron útazott idő megváltozott megváltozott szamarak lovaglanak bölcs gyalog 
394,földét földmives felszántja beboronálja képünket idő felszántja boronálja 
400,szivem földalatti lak sötét sötét öröm fényes sugarat vét mélyébe földalatti háznak fény pillant lássa szörnyeket mik tanyáznak mikkel televan 
433,felhők nyári égen érzeményim jőnek fehéren sötéten pihen honnan jőnek sejthető hozza elfúja örök szél idő szerelem fellegéből hulltanak villámok barátság fellegéből záporesők szakadának zápor villám multával csendes tiszta ég perc fuvalmával felhő érkezék felhők habár fehérek árnyat vetnek időt érek felhőim megrepednek széleikre rózsaszínben száll égő napsugár állanak fölöttem megannyi tündérvár idő jőni amidőn szerelmemnek barátságomnak felhői rózsaszínben tündökölnek indulhat temetésemre pap felhők kigyulnak lemenőben nap 
436,rég elhuzták esteli harangot mostan barangol járok faluban egyedül keresem álmot elkerűl hold vannak csillagok megannyi leányszem ragyog sötét árnyat vetnek fák házak unalmokban csinálnak ház tetején gólya pár ember ajtóba' legény leány amaz szőke barna legény lyányt subájába takarja mellettök mentem észre vettek istenem boldogok lehetnek irígylem jobb szeretném barna lyányt ölelném 
438,mennybéli isten ördög pokol föld bokorban világfaló bokorban embergyűlölet gyűlölnek átkaik kövét dobálják szerte irgalmatlanul dől belőlük átok rothadt szag sirok nyilásibul szerettetek fickók gyülöltök imádkoztatok emberiség boldogságaért lehessen átkozódnotok elkérték kebletekből szivet széttépték emberek világnak adtatok szívet szívetek bennetek szív zsebetek gyomrotok rút világ előttetek keltek rútul ellene gyűlöltem okom reá bitangokat vágnak byronképeket gyűlölségem megszakadt földi életet feketére mázolják jobban tetszik fénypontot vesz észre szemem igen világ évben kikelet leánya falunak ember sír nevet tréfás maga bánat szív fejre különbözőleg sötétre festi fehér szivet fehérre festi sötét hajat 
444,barna menecskének szeme közé néztem szemem fénye elveszett teremtőm teremhet sötét szemben fényes sugár elveszett elveszett szemem fénye indulnom induljak menjek látok nyakamat szegheti valamelyik árok indulok állj elém menyecske esnem essem öledbe ölellek karomat levágom öleljek senkit világon kellek ugyebár kellek neked ölelsz ölelget megyek megyek árokba esem habár árokban nyakamat szegem 
447,megfagy szív szeret szeret megég baj baj jobb tudj' ég 
464,száll felhő magasan magasan rózsám száll felhő nyugatra nyugatra napnak utja szállj felhő szállj rózsám fölébe bús szivem szállj nap rózsám fölébe ég szivem 
465,borús ködös őszi idő nap pillant hidegen nap sötét felhők megett kandalló tüze ád meleget ajtóm ablakom bezárva üldögélek szobába' bánatosan nézek kandallom tüzére gondolván életem elmult idejére mult idő mezein hervadt lombok emlékeim összeszedem kötöm csomóba vetem égő kandallóba füstölnek füstölnek csoda nedvesek nedvesek ősznek esőjétől szemeimnek folyt könnyétől könny pillámon barna lyányka volnál letörlenéd selyemkendővel édes mosolygásod selyemkendőjével 
475,pár rövid nap éltem tükörbe nézni merek félek hajam megőszült szív öreg éjszakákat keresztűlvirasztom álmot keresem találnám tudok alunni alszik remény kínok elfáradának elfáradának bántani könnyebb kínok gyilkait holttestöket keblünkben hordani hordom gondolom század óta hordom nehéz hideg halottak fagy tőlök vérem erőtlen szemmel nézek szerteszéjjel kőhöz vágta homlokát föleszmél alakban lát tisztán lát élet lélek kétségeim zavarák hull szebb idő emléke sírhalomra tépett virág 
507,kevély palota uradnak fényében kevélykedel gyémánt szive mezítelenségét takarja szakítsd cafrangokat szolgája aggatott ismersz isten munkájára nyomorúság vette gazdád kincseket mik semmiből mindenné teszik héja madarat szétszakít vérén hizik héja vígan lakomáz szomszéd bokornak fészkiben madárfiúk zokognak várván anyjokra jelen fitogtasd gőgös palota orzott kincsek ragyogásait ragyogj ragyogsz vannak számlálva napjaid kivánom láthassam omladékodat hitvány lakóid összezúzott csontját omladék kunyhó magas palota szomszédságában szerénykedel bújtál lombos fák mögé inséged födjed fogadj sötét szoba öltözet szív sötét szobákban találni fényes szíveket szent küszöb beléptem szent szalmakunyhók küszöbe születnek nagyok ég megváltókat küldi kunyhóból jő világnak szenteli nép mindenfelől megvetést inséget lát féljetek szegény emberek jön rátok boldogabb idő mult jelen tiétek tiétek végtelen jövő földre hajtom térdemet szűk szent födél adjátok áldástokat rátok adom áldásomat 
521,édes öröm ittalak pohár amelyből ittalak összetörött cseréppé keserű bú ittalak pohár amelyből ittalak összetörött cseréppé fényes nap szív öröme sötét felhő takarja sötét felhő szív búja szellő jön odább fúja árnyék temetőben járnék elmult idő elmult idő temető temető éjjelében bolygótűz vezérem mult napjaim sírja bolygótűz emlékezet mozdúlni kezd levegő halk hűvös fuvalom jő tőlem suttogva kérdi legjobb élni 
542,kedvesemről gondolkodom virág gondolatom gondolkodom rólad kedvesem teszem napestig foly lemenő nap arany vére violaszín hegyek tetejére messzebb tőlem szeretek azok violaszín hegyek nap keletről nyugatra nap járnék nyugatról járnék kelet legszebb lyány keleten él feljött égre esti csillag különösen csillog felöltözött ünnepi ruhába kedvesemet látta látlak látlak rózsám leszesz nézek szemedbe szemedbe hetedik egembe 
549,bírom juliskámat bírom enyémnek vallhatom isten világ megjött jókedvem hagyott bánatom sírjak mosolyogjak örömömben ember szenvedék szivén ahány nap átok feküvék ember legboldogabb világ világ boldogságban párt kap bárcsak lehullanának virágok levelek ősz tavaszom vőlegény nézek jövőbe belenéznem fényes nap megvakítná szememet rád tekintek holdvilágom rád tekintek mult idő szelídebb sugaraddal drága nap nála tölték kedvesemnél drága nap üdvösségben öröklét futtában pillanat odavontam magamhoz halkan vontam felém égett legelső csókomat rálehelém égett arcátul ajkam érzem melegét elolvadt nap tűz árja folyna sírtól félek meghűt láng fogja melegítni szívemet 
550,elváltam édes szeretőmtül velem emléke szűntelenűl velem három napkeleti királyt csillag kísért szerelem hagyj szerelem hagyj csillagom neked való hely ahova értem maradsz fátyolt vetek reád szembekötve csatatéren csatatér sík szent csatának tére szabadságért harcolának árva szabadság haldokló kezedből undok árulás fegyvert kicsavarta hősök hazáért vívtak hazátlan bujdosók földönfutók lettek latrok hazát elárulták urak lőnek szív szívem repedj tavaszi délután verőfényes idő égen fejér felhők uszdogálnak hattyusereg felhőcsoport hősök szellemei elhalának csend körülöttem tünődöm tünődöm állok odább megyek végzém kelle elmondtam legszörnyűbb átkomat elsírtam legszentebb könnyemet 
559,pompás útazás arasznyira fölöttem felhő terhes szakad nyakamba zápora bundám dohányzacskómra adtam maradjon szárazon csuron víz megérem hallá változom minő út út fekete kovász kisűl leszen kenyér ördög asztalán dögönyözze kend csikóit dögönyözze kend kocsis fölérünk pestre leszünk itéletnapon alföld alföld reméltem fizess szerelmemért zápor sár épen szerelmemért bér záporban bucsúkönyűid ömlenek karod sár helyettem kereket öleli tőled kedves alföldem ennyire szeretsz távozásom megindít bánatot szerez örűlök irántam érzékeny szived vagyon szó szó jobb szeretném szeretnél 
