id,versek
101,nézek néznék égre belenézek kedvesem kék szemébe kedvesemnek kék szemében egem süt tiszta napfény melegen világ kellene kedvesem kék szeme világon rút csúf világon kedvesemnek szemébe ejtsetek kétségbe féltve őrzöm féltve őrzöm kincsemet leggyönyörűségesebb kék szemet 
110,önkénytelen ember mindenre születik magasb hatalmak elvégezik fölöttem határozott égi végzemény csavargónak születtem csavargó betérek debrecenbe bolond istók megyek ittam bort öleltem lyányt holnap élemény csavargónak születtem csavargó igaz cudar sors rútul bánik velem lekötve hívatalhoz tengődöm helyen tart biztat remény csavargó 
113,figyeljetek bámuljatok mindennapi hallotok dolgon csodálkozom szent igaz bort vizet iszom vizet bizon szőlőket tavaly elverte jég dér csipte bor termett jég dér bor terme gazdagon mindazáltal bort vizet iszom vizet bizon vélitek szomjas szomjaim krisztustalan nagyok kizárólag borra szomjazom mindazáltal bort vizet iszom vizet bizon senki csigázza eszét megfejtem röviden találós mesét bort rendesen kocsmából hozatom pénzem vizet bort iszom bizon 
114,meghalt kérditek hisz név teszi hazánknak világnak ritka példás féria szent fogadása tartá vizet innia ő békével alhatik sírjában ítéletnapig boldog öntudattal dugá fejét föld alá vizet használta (mosdásra) ivá szüken termett tavaly bornemű dicső ital megölő betűje szilárd lelkü férfinak szomjan halt pincéjéből borok kifogytanak tagadhatom kinos sejtésnek terhe nyom jövendőben következnek borban szükölködő napok sírba dőlt férfi járhatok 
117,zordon kárpátoknak fenyvesekkel vadregényes tája csodállak szeretlek képzetem hegyvölgyedet járja alföld tengersík vidékin honn világom börtönéből szabadúlt sas lelkem rónák végtelenjét látom felröpűlök gondolatban túl földön felhők közelébe mosolyogva néz dunától tiszáig nyúló róna képe délibábos ég kolompol kunságnak száz kövér gulyája deleléskor hosszu gémü kútnál széles vályu kettős ága várja méneseknek nyargaló futása zúg szélben körmeik dobognak csikósok kurjantása hallik pattogása hangos ostoroknak tanyáknál szellők lágy ölében ringatózik kalászos búza smaragdnak eleven szinével környéket vígan koszorúzza idejárnak szomszéd nádasokból vadlúdak esti szürkületben ijedve kelnek légi útra nád széltől meglebben tanyákon túl puszta mélyén magányos dőlt kéményü csárda látogatják szomjas betyárok kecskemétre menvén vásárra csárdánál törpe nyárfaerdő sárgul királydinnyés homokban odafészkel visító vércse gyermekektől háborgatottan tenyészik bús árvalyányhaj kék virága szamárkenyérnek hűs tövéhez déli nap hevében megpihenni tarka gyíkok térnek ég földet éri homályból kék gyümölcsfák orma néz megettök halvány ködoszlop város templomának tornya alföld ringatták bölcsőm születtem borúljon szemfödél domborodjék sír fölöttem 
132,megjárja ég fellegetlen holdas tisztakék ablakomra rákönyökölök hosszú szárból sűrűn füstölök elmerengek majdnem reggelig kedvem telik hold csillag ragyog odavagyok tyukokkal alhatom galléron csíp unalom összenyaggat irgalmatlanúl időm fut sánta nyúl véghetetlen kínom közepett tehetnék tintába mártom tollamat vagyis megpendítem lantomat kong szeráfi dal hallja szörnyethal folytatom dalom álom únalom egymással fölöttem hajbakap markosabb máskép mulnak éjeim bezeg feleségre szert teszek 
174,boldog éjjel rózsámmal kertben mulatozunk egymással csendesség ebek csaholnak fenn égen tündérszépen ragyog hold csillag csillag énbelőlem tudja isten maradnék égen kellene énnekem mennyország lejárnék estén kedves rózsám tehozzád 
180,felhős ég hazámon aligha vész bánom lelkem kész lantom szeretne hallgatva állani régóta kezembe' kopnak húrjai zugban kardom folyvást panaszkodik tartom ítéletnapig 
183,láttad angyalom dunát szigetet közepén szivembe képedet akként foglalom szigetről zöld falomb mártja vízbe szivembe remény zöldjét mártanád 
191,tettem szőke gyermekem szerelmem bemutatni megtiltotta végzetem életemben tennem lehetett koporsóba tevém tetemed 
217,életében szerettem szőke fürtök kedves gyermekét övé leendett életem szerelmem halotti ágyon feküvék halotti ágyon hajnalban fényes hattyu száll tiszta hó téli rózsaszálon lengett fehér halál 
227,átkozott átkos pillanat fogantatám kínnal kín emberének költőnek szűlt anyám költészet gyanútalan szív csalfa pókhálója foglyodnak irgalomtalan fojtogatója véremből szivál mérges fulánku pók szálaid bármilyetén kuszáltak elszaggathatók letépem azokat bármint keresztülszőtték fonták szívem összenőttenek velök szívem kitépem véremből gyilkos férget hizlalom kiszívott elfolyt vérért jutalom dicsőség legfölebb szem fényét elvakító kérdés jutalmam lenni széles folyódon úszom ezután mindennapiság ballagsz velem csendes folyásod sziklák közé vág hirem nevem boldogság karjai várnak nyugalmam nyúgalom fele boldogságnak elnémuljak hangszer életem hangszer ép elromlottat szögre föltegyem hallgasson örömem légyen hangja fájdalmamnak hallgathat tenger hullámin szélvészek rohannak költészet hagylak hagyhatlak táplálni foglak gyötört kebelnek legforróbb vérivel bánom tépj eméssz másoktól meghallgattatást várok éneklek költök végső csep vérem szivárog 
264,honderü lázárok lázára nevednek bötüje nevednek végső bötűje huzd magad nehogy ragadj bötű elől hátúl olvasva egyformán mondja létedet becsüllek hisz aranyával fizetted költeményimet honderü szemtelen kecskemétnek piacán egyébiránt alávalóbb légynél röpül csuszva mászva mégy ember néz láb alá elgázolnak vigyázz mondom neked javad kivánom hisz aranyával fizetted költeményimet honderü jutalmad jeles tulajdonságidért világ érdem becsüléséhez ért lám útál hont deríted dőrited szegény sajnállak hisz aranyával fizetted költeményimet honderü vélem összetűztél általad váltig karmoltatom meri ingerelni hős oroszlánt hitvány majom megbocsátok muzsámat mostan irgalmatlanúl becsméreled hisz aranyával fizetéd fizetnéd (ha adnám) költeményimet 
270,éj csend nyúgalomnak éje magas menny holdas csillagos szőke gyermek kékszemű kökényfa drágagyöngyöm csinálsz édes álmak környekeznek alszom ébren álmodom álmam fényes királyság koronája angyalom szeretném lopni tudnék lopás bármily rút lelki folt meglopnám álmak kincstárát gazdagítsam szegény valót 
278,nő szerelmem nő végtelen tengerré árada nő szaporodik szörnyeknek rémes tábora rémek mozognak szélvész vágtatott égre csap szilaj hulláma lemos csillagot kelti vihart eszme lyányka lennél enyém iszonyú éj sötétség villám égő agyvelőm perc öröklét pokolban áldás múl vész tenger csendesül eszmét elzavarhatám csendesűl tenger lesímul tengerpartra lépek remények erdejében járok zöld erdő remény remények zöld erdejében galamb ül búg ág lyánykám gondolom jövőben galambpár 
280,voltak jelesebbek hírök elfelejtve tirátok dalaim tirátok jövendőben vár éltek fölöttem fűvek lengenek lantnak húrja elszakad zeneg bánom irtam bánom mindaz elenyész tehozzád írok lyányka bántsa elmulási vész hiszem idő bántja szent írt dalom hisz azok mennyből erednek kék szemedből szőke angyalom 
289,lyányka sétáltunk szóltam hallgatál tudnám sokért adnám min gondolkozál ilyenféléket gondoltam izé gondoltam temérdek gyönyörűséges gondolatom eszmém tündércsengetyű bűbájosan csilingele bájosan némely'k búsan szivem megrepedt 
293,bokrétát adtál háromszin szalaggal kötted szereted hazának színeit lyányka szereted hazát adok három szint cserébe zöld színnek reményimet fehérnek halovány orcámat pirosnak vérző szívemet 
343,isméred gyürűt aranymives barátom 'ismerém uram gyűrüt csináltam számára készíttetted leányka hitvesed igen lyányka hitvesem megszegé hitét mással kötött szerelmet gyűrü rosz helyen ujján visszavettem legdrágább kincsem jobb helyre tennem ezennel önts golyót gyűrüből barátom fegyverbe töltöm szivem beléd bocsátom 
354,vad téli éj sürű hópelyhek esnek szélvész ragadja hópelyhek őrült gondolatjai összetépett lelkem rongyai közelg éjfél fennvirasztva várom kisértet látogat három szent háromság vezetett hit remény szeretet élnek meggyilkoltatának éjfelenként sírjokból kiszállnak felém lebegnek halvány képeik régi időt emlegetik szétszaggatá felleget szélvész tekintetem csillagok közé vész sötétpiroslók fényeik vércsepp mindegyik mondja vércsepp csillag hisz földön gyilkolnak ábelszivek fölfeccsent vére zsivány föld csillagnak nevez veszett szélvész mindegyre tombolsz fellegekbe hajamba markolsz akarod tépni fürtimet ah tépd tépd szívemet dobog szív félek tőle kő várromokról dől koporsónak födele halottat szögezik koporsó koporsó keblem amelybe szívem élve eltemettem szív élő eltemettetett írhatná gyötrelmeidet megszűnt vész hold égen béke fény lebeg vidéken hazamehetek lefekhetem béke fény való 
361,elvándorol madár őszre idő (tavasszal visszajő száll száll száll viszi szárnya veszed észre magad távolság kék levegőit issza sebesen száll eltünő álomnak véled madárnál száll tova sebesebben élet madár tér 
366,voltak barátim embereim halának sírhalmaikra mostan könnyeim folynának virágokat termesztene fölöttök könnyeim özöne fognak halni régi barát nyer tőlem könyűket sohajt csalódás kínos sohaját leng rájok sírhalmukon elszáradnak virágok 
370,kék ködében emelkedik falu tornya sötéten fehér ház faluban fekete szemü lyányka lyányka lyányka fekete szem bánatom örömem százszínű szivárványa 
384,gyertyám homályosan lobog sétálok alá szobámban szájamban füstölő pipám multam jelenési lengenek körűlem sétálok sétálok szemlélem füst árnyékát falon barátságról gondolkodom 
391,kacaj sohaj hangja elenyész ész gondolkodik szeretet gyűlölet szívből kiköltözik 
403,föld megfagy hiszem fagyni megfagyasztják jéghideg szivek amelyek fekszenek 
416,özvegy gyászba öltözék kedves férjét eltemeték ő gyászruhát ölt meghalt után asszony egyet se végy többet hisz ruhán keresztülcsillog titkos örömed 
421,voltak fejedelmek akiknek emlékoszlopot emeltek magast fényeset hirdeté nagyságukat hirdeté jóságukat oszlop elesett kellett esnie hazugsággal idő igaz eldönti sír emléktelenűl eltörött tevének hisz örök átka nemzetének sötét oszlopként nehezűl 
440,elmerengek gondolkodva gondolatom átröpűlök hosszában hazámon földön világon dalaim mik teremnek holdsugári ábrándos lelkemnek ábrándoknak élek jobb élnem jövőnek gondoskodnom eh gondoskodnám isten gondot visel dalaim mik teremnek pillangói könnyelmű lelkemnek lyánnyal találkozásom gondomat mélyebb sírba ásom nézek lyány szemébe csillag csendes tó vizébe dalaim mik teremnek vadrózsái szerelmes lelkemnek szeret lyány iszom örömömben szeret inni keservemben pohár pohárban bor tarka jókedv születik dalaim mik teremnek szivárványi mámoros lelkemnek pohár kezemben nemzeteknek keze bilincsben víg pohár csengése bús rabbilincs csörgése dalaim mik teremnek fellegei bánatos lelkemnek tűr szolgaságnak népe láncát letépje vár isten kegyelméből rozsda rágja kezéről dalaim mik teremnek villámlási haragos lelkemnek 
492,tisza tiszán túl hortobágy hortobágyon túl leány kihez lelkem visszavágy leány barna kisleány tőled estem tudhatnám emlékezel meglátogat angyal emlékezet karon öntudatlanúl kedvesem vezet ős vár tündére dombról rónára lát kék szamosban tölti holdvilág éjszakát kert vári domb kertben tó partinál gyászfűzek néma lombjai mindez kertben kert életünk óránk virág mult jövőnket gazdag jelen koszorúi takarák lyányka visszagondolod dicső kort dobog szived költ benned énbennem édes érzeményeket várod napot kettőnket összehoz hiszem kor szemed tekint 
511,kislyány szóra jobb neven veszed csókra bánom kettő tetszik pengőbe' jer jer mondom akaratos galambom eszem képmutató szivedet csókot szereted beszélsz értesz hozzája kopasz mentség megtanítlak rája megtanítlak amugy hirtelenében régi mesterségem mestere gyerekkoromba' lesbe álltam ajtóba jöttek iskolából lyányok kiugrottam csókkal estem utánok add piros szádat ólba menni anyádat tudod szedi össze tojást agyoncsókoljuk 
563,lárma megént fülem háborítja nyugtomat megént hallgasson sorsán örűl megtanítok pár kóc legényt fölkelt kritikus csapat veszettül zúgnak ellenem hagyjátok kiabálástokat hágy türelem feledétek múlt időt ég viszket hátatok árt meggondolni ezelőtt történt húzzátok magatok tudjátok durván bánom veletek modorom férfi bánt karddal felelek kutyákat korbácsolom 
566,kopogtatának kérdém leány felelt kinn kopogott 'leány ah bocsánatot ajtómat nyithatom szólna menyasszonyom megtudná idővel hölgyet fogadék vőlegény házasodom épen jövék felelt szomoru hangon lyány odakint épen jövék nyiss ajtót áldjon ég számomra kinyithatod régi szeretőd 'mit régi szeretőm kevésbbé bármiként akarnál régi szeretőm rútul hazudtam amidőn leánynak mondám szeretem költői szalmaláng vala született ellobbana legelső szerelem büntessen isten senkit szeretél egyet szerettél egyet eressz múzsád kopogok megmondám nevemet 'te galambom kedves múzsám szóltál jer jer nyitva ajtóm karom ölelj édes angyalom igen voltál szerettem életemben szeretni foglak síromig drága leány mellém sors rendele légyen lény kebele hiven ver értem mondhatatlan inség korában elhagy világ árva ifjut elhagyák baráti ismerősei tudád felejteni voltál hű vigasztalója társa tartott hosszú kínos bujdosása mostan feledjelek kihez csatolnak szent kötelek örökre maradsz szivemben szív megfértek ketten hiszem egymás békeségben éltek hisz menyasszonyom testvérek édestestvérek születtetek égben csillagok legszebbikében szálltatok szivárványból szőtt szárnyakon tavaszi hajnalon boldogítsatok 
575,hegy tőlem kék színe kevéssel sötétebb ég hegyig zarándoklanom vándorsarúimat oldhatom vár vár végcél jutalom szerelmes édes kedves angyalom örömet hozok örömtül szíve lelke repesni szeretném tudni sejti holnap ilyentájban öröme 
621,isten gyönyörű hazugság eszményképek ábrándok világa kezemben tartom ajtód kulcsát perc örökre zárva lész túl éjnek fejér szivárványán tejúton túl röpűltem égi magasokban járván épitélek tündérvilág töltöttem ébren álmodozva csapongó ifjuság időit álmaimnak vége hossza szebbnél szebbek voltak álmaim álom álom holnap elmulandó elment elment pajkos ifjuságom fölkeltett komoly férfikor isten ábrándok világa várjak összeomlasz romjaidnak eltemess alája jobb leszállnom idején mennyből földre vígy vígy képzeményim szárnya lebuknám összetörve lebukott phaëton jön könny szemem pillájára aggalom bú hagyjatok menjek hisz föld emberek hazája embereknek föld való szeretnők rút ifju véli angyal ördög tél kikelet 
652,csendes tenger rónaságán szeliden reng csónakom tavasszal esti szellő kebelén rózsafa érdemetlen lélekkel mondhatom folyó jövék hosszu vészes folyó villám futkosott fölöttem jobbra balra éles sziklák fenyegettek alattam örvényeknek torka nyílt evezőm csapása szívem dobbanása utósó lehetett vón eveztem eveztem legfő amidőn vezértüzem remény kialudt csüggedék csüggedetlené díj díjam édes ringatózni véghetetlen nyúgodalmas tengeren boldogságos házasélet nyúgodalmas tengerén félretettem evezőmet kezemben hisz akárhová visz vitorlámnak játszótársa gyermek fuvalom ég vesz fellegetlen tiszta ég ereszkedik sík tengernek szinére kerít kék virágokból füzött óriási koszorú mendegélek mendegélek ringatózom ringatózom gondtalan nyujtózkodom fejem édesen pihen hitvesemnek lágy ölében szemeim szemeibe néznek szemekbe mik sötétek ragyogóbbak mennyország arany lakói kezemben lant ábrándos dalt pengetek szabályos kigondolt mesterkélt dalt ujjaimra bízom verjenek futnak ezek húrok öntudatlanúl kedvesem hajával játszanának dal hallatára mennyből leszállnak csillagok közelebb légyenek hold kilép tengerbül figyelmez lantolva énekelve vándorlok sajkámon delfínen árion száll árbocomra síró vészmadár fájó aggalom jövendőd hazám beljebb jutok tenger végetlenébe ritkábban jön vészt jövendölő madár 
708,kisérsz lépten nyomon munkás hazaszeretet éjjel nappal mutatod gonddal borított képedet örökké énvelem látlak behunyom szemem kevés honért tevék megtevém amennyi telt ereje kevesebbet mivelt kérlek fordítsd tőlem képedet időre hazaszeretet feledjem polgár tavasz virít föld virágillat zengő madarak dala eget földet betölt arany felhők nyájas szellemek fejem vidáman lengenek feledjem polgár költészetnek istene kegyes iránta hálátlanságba essem vesztegelni hagyjam lantomat bútól húrja szétszakad feledjem polgár ifjuságom kedvesem gyöngyökbe foglalt órákkal kinál ifjuság szerelem óra vevék elpazarlott örök üdvösség hah tündér ifjuság tavasz költészet szerelem hagyjam tőlem szállani utánok vágyva nyúl kezem nyujtsátok karotok öleljetek tietek 
710,gyáva faj törpe lelkek szégyenlik magokat sápadni kezemben lant merészebb hangot ad közelgető viharnak megérint hírmondó szele dalom elkapott madár földről magasba száll vele vész készülőben szakít ajkamról hangos szót fákról levelet hah erejével dúlni üvölteni szivem mélyét forgatja fát gyökerestül tépi mondotok tesztek világnak sarkai földindulástul mennydörgéstül tőből fognak ingani összevesz négy vadállat pusztít négy elem vérbe mártott lantomat véres kezekkel pengetem 
755,elpusztuló kert vár elpusztuló vár kert rajtok borong homályos szomorún őszi köd emlékezet eszembe jut rólok haza veszített szívem nyert elhúnyt vitézek sírja vár élő szerelmem bölcseje kert ringattam ölemben öleltem galambomat tanyáztak hajdan sasok tanyáztak rákócziak dicső vitézség édes szerelem bejárom helyeket holnap távozom jöhetek é ezentul kert édes gyönyörrel fák é ezentul vár szent tisztelettel nézi tornyodat 
769,nyakravaló nélkűl akarod megvédni hazádat szamár minő ostoba képzelet honszeretet bátorság kófic fő katonában nyakravalója mészáros lázár akitől tanulám ő tudja legfő hősben nyakravaló hisz ő hada hősleg megfutamúlt egytül egyig nyakravalóba' vala nyakravalótalanok takarodjatok csatatérrül éljen mészáros éljen nyakravaló 
