id,versek
368,elváltam lyánykától kedvesem vala fájt leszakadnom ajakáról csókola rég esztendő lejárt elválás keserüségét érezem csók édességét érezem 
396,futó folyam hullámai ember vágya perc hozza perc ragadja sors szokta teljesíteni hallgat rája tudja mikorra kegyét leejti ember esdekel kérte amazt felejti 
398,sűlyed emberiség gonosz vala rég gonosz kezdet óta hisz kellett vóna százféle mesét eget isteneket pokolt ördögöket gondolni zaboláztassék 
414,hideg tél folyókat jéggel földet hóval leplezé csupán némely embernek öltözetlenűl bujdosnia természetnek ember legmostohább fia 
469,tavaszt szereted őszt szeretem tavasz életed ősz életem piros arcod tavasz virító rózsája bágyadt szemem ősznek lankadt napsugára lépést tennem lépést rájutok tél fagyos küszöbére lépnél egyet lépnék egyet hátra volnánk közösen meleg nyárba' 
539,olvastad úgyebár bibliába' olajos korsó történetét megírva ömlött megtelék olajos korsó élet kéje kacagom bolondokat mártják nyelvöket eszélytelen gazdálkodás bölcs hosszú kortyokban hajtogatja korsó édes nedvét untalan gazdálkodnék amidőn tudja percben 
561,támadjon mégegyszer mult szivünk poharunk kicsordult kedv bor bennök férve koszorúnk levelét veszíti szél épen röpít cimborák bucsúpohár amiért sorshoz esengtem megadta házasélet boldogsága vár hányt vetett vad hullámos élet meglelém révet cimborák bucsúpohár veszem bort gyógyszeremnek kígyók lelkemen teremnek melyeket bú szivembe zár barna kislyány ajka mézet árul mézzel élek édes ajakárul cimborák bucsúpohár este tiétek töltsétek poharam töltsétek koccantgassunk nap lejár holnap járok vidéken üresen állni székem cimborák bucsúpohár szeretlek bennetek kivánom nyiljon út nektek utánam feleség föld ég határ adja isten áldást rátok egyenként kiálthassátok cimborák bucsúpohár 
562,szól új világ krónikája tótágast esze néz rája odahagyja aranyát fukar boltját kalmár poéta rímjeit kövessék látná király elfeledné trónját érte árnya nap kivánkoznék égre halálos beteget meggyógyítja szemsugára éhes jóllakik futó pillantatára írják beszéle csináljak gondolám mondok megtekintem megtekintém eh bolond világ örökre tudja apám bármelyik ökre szó szó lyány uram kegyelmezz lehetne hasonlít kedvesemhez 
579,ideje lement nap szállott harmat hold magasan éjfél csinál mostan juliskám összetette kezit imát mond imádkozik értem imádkozik csinál mostan juliskám aludt elaludt álmodik felőlem álmodik juliskám alszik imádkozik gondolkodik rólam gondolkodik gondolkozzál gondolkozzál gyönyörűséges virágszál gondolataid olyanok azok csillagok csillagokat juliskám gondoltad gondoltad ezeket szerelmed született 
627,alszol hazám kakas rég felkelt kukorékolása rég hirdeté reggelt alszol hazám nap föllépett beözönlő sugara boszantja képed alszol hazám veréb fenn telhetetlen bendejét tömi asztagodban alszol hazám macska fenn tejesköcsögöd kotnyeleskedik alszol hazám kaszálód füvére csaptak bitang lovak legelnek széltére alszol hazám vincelléred műveli szőlődet pincédet alszol hazám szántanak szomszédid magokéhoz szántják földed szélit alszol hazám rád gyul ház félrevert harang lármáz alszol hazám magyarországom ébredsz másvilágon 
628,tíz pár csókot egyvégbül legédesebbjébül ráadást feleség virág tarka asszony barna barna feleség szíved szemed ajkad ég ölelj ölelj angyalom ölelsz gondolom élve felröpülök égbe oltsuk gyertyát ingyen adják gyertya derága ég házasodjunk hajahaj házasélet kutyabaj reggel délben éjszaka 
643,elátkozott királyfi túl óperencián él magában falujában pató pál úr mogorván élet ifjú feleség közbevágott pató pál úr ej ráérünk roskadófélben ház hámlik vakolat szél darab födéllel tudj' isten szalad javítsuk pallásról néz ég közbevágott pató pál úr ej ráérünk puszta kert szántóföld szépen virít termi bőven pipacsnak mindenféle nemeit henyél béres henyélnek ekék közbevágott pató pál úr ej ráérünk mente nadrág megritkult ó szunyoghálónak szükségből híni szabót posztó véve rég közbevágott pató pál úr ej ráérünk életét tengi által apái nékie bőven hagyának sincsen semmije ő hibája ő magyarnak születék hazájában ősi jelszó ej ráérünk 
649,mosolyogj édes feleségem virág földön égen csillag képviselhetné kedvességben mosolygásodat arcodon felhő fúvalom elröpítse jő tedd szelíddé aranyozd kérlek mosolyodnak hajnalával puszta télben kert puszta fája vággyal ohajtva várja tavaszt néki virító lombot ád zengő madarat vándor földön jára éjjel ér falva határára várja várja csillog házából nyájas mécsvilág beteg bús ágyán éji sötétséget hosszan hosszan nézi egyedűl várja epedőn támadó nap sugarát halottak koporsóba zárva várnak föltámadásra mindezeknél jobban várom mosolygásodat mosolyogj kérlek hű férjed szíve könyvét tudhatod sor élet halni kész tudhatod arcod tükre lelkem éspedig nagyító tükre hosszu mély tőrdöfés redő homlokod mosolyogj üdvem alkotója ajkad kezed térded csókolója álmaid hiven virasztó őre életednek árnya férjed kér 
651,juliskám feleségem nevenapja vagyon adjatok ócska mentét rókaprémest zsinorost bugyogóval magyar nadrágot bajuszpödrőért patikába hirtelen elébe lépek csipem magamat föltámasztva hajdankori divat régi idő roszúl öltöztenek jót kivántak egymásnak emberek jót kivánok néked természetes annyiféle választhatok lehetne valamennyit szóban kimondani legyenek életednek bánatai bajai eh kivánság bánat baj kellenek árnyék fényt igen látni ifjuság éld ifjuságodat rövid meghalni víg gondolat érd (persze énvelem) ősz hajak késő korát légyen álarcban ifjuság 
654,könnyez részvét gyűlölség vóna ejtene drágagyöngyöt könyűt koporsóra magasan röpűlő szellem sülyedt mély semmiségbe tavasz dől ifjuságnak tavasza sír telébe keresett rokon lelket talált jóbarátot odalépe hozzá eltaszítá magától világ világ embertárs ő világban ő milliók állt magában lelt jóbarátot jóbarátja fegyver szivéről lesegíté életet terhet könnyez részvét gyűlölség vóna ejtene drágagyöngyöt könyűt koporsóra 
658,reggel este tavasz tél juliskám megösmerkedtünk feleségem rég azzá lettél játszánk apáink térdén alszunk nagyapáink élet futó felhőnek árnya folyón tükrön lehellet 
671,biz rosz tanító rosz tanítóm maradt fejemben emlékszem rája vén kopasz fejével járna kopasz istenadta tehetek vén legény ifjusága elvirúla elhervadtak virágai maradt épen bazsarózsa nyílott orra hegyében reggel kivirult orra csoda gondosan táplálgatta borral különös plánta szivelt pincei harmatot orr bajúsz ácsorga rúdja égbe készült porba bajúsz szája szájában pipája lapátnak beillet vón köpcös szopókája zrínyijét valamikor árpád idejében készítették szín szinében gombok voltak akkorák pogány fej használták török hadba buzogány helytt mindenféle zsinorral kanyargatva mennydörgős mennykő eltévedett szabó szűkecskére szabta nadrágot kicsit pőtyögősen állott hosszan bajlódtam vele megérdemelte szörnyen ember istenteremtette tanító ő kellett esztendőn asztal hevertek könyvek leckémből fél betűt tudtam felmondáskor azzal vigasztalt sebaj megtanulom máskor mutattam iránta jószivűségemet vittem neki ajándékot lehetett lelopkodtam sonkát kolbászt saját kéményébül ajándékom ő hítt vendégül 
681,durva zsarnok jégszivű tél készülj készülj halálra jármodat megunta föld ledobja szabadság ég ideszegődött földhöz fegyvertárából napbul tűznyilakkal rád lövöldöz fogsz halni vad bitor tél él zsarnok magok alattvalói szabadságot akarnak raboknak akaratja mondva összeomlik börtön lánc elenyészik híre hamva harcolj harcolj föld téllel félj megbirod levágod szabadságodat kivívod tavasz szabadságod eljön eljön tavasz hoz virágokat kebledre szivárványt diadalmi koszorúnak fejedre nézd rabja voltál tél maga érzi vesztét dúlt arcán megtört szemébül sűrü könnyek omlanak hah csupa jég olvad gyáván hal csoda testvér gyávaság zsarnoksággal 
691,adok vajmi ritkán kaptok királyok nyílt őszinte szót tetszik köszönjétek büntessétek felszólalót munkács akasztófa szivemben félelem mond szemtelen hizelgés szeretett király szeretet hah virágot tövestül kitéptétek rég kidobtátok országutra átment szekérkerék megtört esküvésitekkel megterhelten világszerte mond szemtelen hizelgés szeretett király tűrnek titeket népek tűrnek szükséges roszat szeretnek odafönn égben megszámlálták napjaitokat halljátok ítéletszót mindenkit birál mond szemtelen hizelgés szeretett király föllázítsam kerek világot föllázítsam ellenetek dühnek sámson erejével milliónként nektek essenek megkondítsam halálharangot borzadjatok hangjainál mond szemtelen hizelgés szeretett király lázítok erre szükség ráznám erőszakosan fát gyümölcse túlérve rothadásba' megérik gyümölcs fájárul magátul földre hull alá mond szemtelen hizelgés szeretett király 
701,asszony való nékem feleségem eszemadta barnája világ rózsája szomorkodtam csillagos ég életem neked köszönhetem édes szemed mosolygása örömemnek kútforrása többet ér tekinteted tavasz legszebb érem előbb megérem időt ahová lépsz kedvesem lábad nyomán virág terem dicsérni akarnálak sokfélének mondhatnálak mondalak egyébnek isten remekének 
717,szívem lelkem mindenhonnan visszavágyott születésem földét kiskunságot bejártam rónát átölel tisza duna karja ölében kedves mosolygó gyermekét anya tartja nagyvárosi élet örökös zajában képzeletem odalenn alföld rónáján testi szemeimet behunyom lelkem szemeivel nézek lebegnek szépen gyönyörűn alföldi vidékek forró nyárközép kapaszkodik nap fölfelé sugára lángeső égető özönnel ömlik pusztára puszta körűlem széles hosszu puszta látok odáig lehajló ég földdel olvad össze gazdag legelőkön visz út keresztül hever gőböly rekkenő hőség fogyaszt kövér mezőből cserény oldalánál szundikál gulyás leterített subán kutyái lomhák pillantanak útazó után lapályon ér nyúlik mozdul habja loccsan halászmadár szárnyával megcsapja fövény alja lelátni sárga fenekére lusta piócák futó bogarak tarka seregére szélén sötétzöld káka gém nyakát nyujtogatja közbe hosszu orrát üti víz alá gólyafiak anyja nagyot nyel fölemeli fejét körülnéz kényesen vízparton töméntelen bíbic jajgat keservesen ágas szomorún kútágas lehetett mellette gödör beomlott gyepesedett elmerengve nézi kútágas délibábot nézhet hisz affélét eleget látott délibáb láthatár szélén kapott ütöttkopott vén csárdát emelt tartja föld emerre gyérül legelő nyoma elvész sárga homokdombok emelkednek épít dönt szélvész tanya tünedez fel boglyák kazalok rajtok varju károg mogorva komondor csavarog tenger szántóföldek terjednek szerteszét rajtok áldott búza lefelé hajlanak kalászaikat nehéz mag lehúzza zöld búza piros pipacsok kék virágok nyilnak imitt sötét vörös tüskerózsa vérző csillag közeleg este megaranyasodnak fehér fellegek felhők fölöttünk tündérrege város közepén templom komoly tornyával szanaszét város végén szélmalmok széles vitorlákkal szeretek állni szélmalmok elnézem ezeket vitorlájok hányja hányja cigánykereket 
724,éve éve lettél jegyesem éve először csókoltál kedvesem édes csók ajkaidról esett hinné hinné csókod édesebb száll idő pille szél ragad szemlátomást fogy élet szemlátomást hervad hervadjon isten néki érte búsulok vesz kárba élet fájáról lehullatok elhal életembül föltámad szerelem mértékben nő szerelmem amilyben fogy életem 
