id,versek
88,kinézek benéz hold szobámnak ablakán sugárait szerelmesen mosolygva hinti szegény bohó kandikálsz szerelmesen gondolod képedet lesem eszem ágába' biz nézzelek isten hirével elmehetsz gondolok általellenben lakik kedves babám várom megpillantanám 
95,szivemnek gyönyörűsége szivednek kőkeménysége akarsz akarsz ölni enyhíted szeretőd fájdalmát szeretőd hű szeretőd elmondhatom isten ember mondhatom világ világon legkegyetlenebb 
109,adom tudtára mindazoknak sorsom érdekel tiszta látkörét jövőmnek sötét nehéz köd lepte thalia papja szerkesztő segéd isten regényes élet kalandok isten veletek élet szinészi élet megpróbálta tudja ellene balitélet vak órjásának nyelve szól lelépek színpadról szívem beteg isten regényes élet kalandok isten veletek igaz rózsának tövise rózsákat nőnek máshol keresni hasztalan szivemben igazolják évi emlékezetek isten regényes élet kalandok isten veletek kalandom világ úntató kietlen egyalakú pusztaság országon átfuték szobában űlhetek isten regényes élet kalandok isten veletek sorsom mondja megbékülve néz eredj számüzélek voltál szinész elzárt mennyországomba léphetek isten regényes élet kalandok isten veletek 
127,szent borzalommal nyujtom feléd földi kéjtől reszkető kezem enyém enyém álmodom félve kérdezem ó álom hallom hangjaid andalító édes hangokat arcaidnak látom líljomát pihensz hév szivem dagad küzde balsors velem engedett dicső percet megérhetém sajátomnak mondlak sajátom boldogságomat köszönhetem isten megáldja kedves verseim szereztek engedd nézzek reád szorítsanak szivemhez kezek jer zsebembe pénz menjünk először csizmát veszek 
131,fiú olvastam verset énhozzám csináltál bártfai forrásnál mondhatom örömet szerzett szépet elmondtál levélben (ne véld hizelgéskép beszélem legjobban gyönyörködtetett bort öcsém szereted ej derék gyerek miska ölelhetlek összevissza látszik deák kálomista vizet kínnal issza ember lelked atyámfia imádkozzunk bor istenéhez hagyjuk világot papolnia bort szereti haszontalan világ mai egyáltaljában tetszik nékem jőjünk össze fenn égben örömkönnyeket sír csokonai egyébiránt gondold barátom valami vad fickó mihelyst bor szinét meglátom csendesen vígadok bizalmas ember mellettem mosolyogva bús múlt időket elbeszélem szenvedtem elbeszélem néked hidd csodálkozni fogsz huszonkét éves ember bajon keresztültörhette birta baj sírba tenni igaz jobb állapotom legjobbnak mondhatom állok véled találkoznám megvendégelnélek hozzánk meglátnád mulatnánk baka koromban hetvenhétszer gyalogoltam siess késel élted napjáig megemlegeted rontok neked agyonszorítlak öleléssel 
136,teremtő isten szemeimre vakságot küldöd belőlem láthatok lyányt pipafüstöt 
138,hold éj lovagja hold kiséretében hüséges apród esti csillag mégyen indulóban megyek magamban holddal esti csillag vélem égő szerelem eredj hold eredj barna éjszakához megyek megyek barna kisleányhoz 
151,panasz panasz akiről szól pap tart panasz estétől hajnalig ember alhatik szólt úristen bosszusan megtekintem felkelt ágyról gyertyát gyujtatott felöltözék útra kelt legott elérte kaput szent péter bunda aludt tennap új vendég érkezék alkalomkor lakmát tart ég mostanság világ új lakó mennyben ritkaság péter bácsinak kezében kancsók forganak keljen kend fel péter hallja kend szólt úr amidőn odament hosszan cibálván üstökét fülét kelj mennykő üssön beléd fölébredt nyitja kaput úr hulló csillagon lefut földre ép ereszkedett panasz fölérkezett ifjú ember mondá panaszt isten szólitá megszólitása hangzott nyájasan beszélj no bajod fiam atyám bajom kapaszkodjék ablakon pap ágyában látni menyecskének férje úr halkkal fölkapaszkodott istentelenséget láthatott leereszkedék igen furcsán csóválá fejét szavakban törvén sóhaja biz fiam kuruc historia segítnék édes örömest késő megesett vigasztalásul mondhatom papot pokolba juttatom pokol fele felénél pappal 
152,szebb lánc világon minket összefűz bűvös karikába gyüjte minket szent honfitűz sír keblünk halottja hazaszeretet nagyszerűen űljük támadási innepet nemzetünk folyó százfelé szakadt egyesítve innepénél különvált ágakat millió millió száj hang kiáltsa lelkesedve magasztos innepen elfogadjuk durva hon méhe szül lágy pompás kivül szóljon áldozatról lemondásról senki kötelesség ember hon jólléteért teszen király honnak atyja atyánk karjait kiterjesztendi áldást mondja ránk 
154,szivem árva rabmadár szűk szoros kalitka zár csendesebben odabenn hánykolódjál igen találod sérteni magad vér ömleni üsd magadat jőjön halálos seb reád véreddel megírhatom szerelmem hattyúdalom 
158,szerelmem csalogány fölkeltett hajnalszürkület édes ének szóljon ajakán nap csókjától rózsás föld szerelmem kies liget csendes tóban hattyúk ringanak fehér nyakok bókot integet vízbe néző hold sugárinak szerelmem nyugalmas ház kert béke vett boldogság anyaként tanyáz tündérleányt szűl örömet szerelmem rengeteg vadon féltés haramja kezében tőr kétségb'esés vagyon döfése százszoros halál 
160,szerelmem zúgó tenger zugása ver órjási hánykódás földet eget elszenderűlt miképen gyermek bölcsejében hosszan jajgatott hosszan könnyezett síma habtükörben evez lelkem szelíd merengésnek hintázó csónakán partjáról jövőnek csattog felém lágy ének énekelsz remény kedves csalogány 
172,szerelem szerelem keserű szerelem bántál kegyetlenül velem voltál szivemben utósó nemsokára készül számomra koporsó elmegyek ácshoz fejfát csináltatok egyszerű fejfámra sort íratok fekete betűkkel írva rája hervad hűség eltépett rózsája 
181,tudjuk játék gyermekeknek népek gyermekek valának magoknak cifra ragyogó játékszert bibor karszéket koronát csináltak rányomták fajankó fejére felülteték fajankót székre királyság ezek királyok ülnek fejök szédül gondolják kábító magasban uralkodnak isten kegyelmébül csalatkozásban éltek királyok uraink bábjaink valátok nagykorú világ férfi gondol gyermekjátékával biborszékekről királyok fejetekről koronával teszitek fejetekrül leütjük fej vele gördül máskép bárd lajosnak párizs piacán lecsapott nyakára villáma zivatarnak rátok készül kitör nemsokára igen meglesz érkezése mennydörgése rengeteg föld kereksége rengetegben vadak királyok kergetjük fegyvereinket szilaj gyönyörrel sütögetjük rájok vérökkel fogjuk égre írni gyermek világ férfi 
190,hull levél virágról elválok babámtól isten édes isten kedves galambocskám sárgul hold ég alján kettőnk halovány isten édes isten kedves galambocskám harmat hull száraz ágra könnyek hullanak orcánkra isten édes isten kedves galambocskám virág rózsafán látjuk isten édes isten kedves galambocskám 
209,hazugság hallottam ölni képes fájdalom rég volnál magadban fekünném édes angyalom fájdalom éles fejsze csapásától élet fája dől fájdalom féreg lassan lassan fáradva folyvást rág belől 
215,játszik öreg földünk fiatal sugarával napnak pajkos enyelgés egymásnak csókokat adnak duna hullámin bércén völgyén vidéknek tornyokon ablakokon mindenhol csókjaik égnek jókedvü nap jöttén jókedvü lementén látná sírhalmodat édes etelkém 
224,függ lant megérintetlenűl mellyel keservemet elénekeltem keservem sír börtönének örök rabjává záratott szerelmem függ lant megérintetlenűl megpendűl méla nyúgalomban összes hangszernek zenéje húr hangja kettépattan 
226,megvetésem utálatomnak hitvány tárgya ember neved természet söpredéke király természet teremtés legutósó napján alkotott isten elfáradt munkában jelessé teremthetett szeretélek szívem hű szövetséget köte megvetésem utálatom szövetség kettős gyermeke ismerlek érdemelsz megvetést utálatot szolgazsarnok nyalod talpát talpad mással nyalatod hiszed nyomoru pára rab hiszed dicséretedre gyalázatodra hallgatok hiszed tettben irásban aggódásnak férge rág szorongva kérdezem magamban erre szólni világ hidd jónak látod tudd függök tőled semmiben amily útat választott magának lelkem egyenest megyen tetszik fölemelned emelj bálványodat fölültetsz fejed tetejére kirúgom szolgafogadat 
232,megkopott mentém préme sarkantyúm rozsdás görbe kucsmám félrecsapva bajszom kipödörve bús legénynek elhagyott rózsája lement földbe nézhessek rája 
240,mulassatok kedves barátim mulatságomnak vége tréfaságok elmés beszédek ének bor haszontalan embernek gondolatja lássátok bolond legvígabb jelen jövőbe ragadnak gondolatok jövő kegyetlen szélvész szétzilál bennünket szerteszét azontúl találkozásunk halljuk egymásnak hirét igen halljuk elbeszéli hír nyugszik odalenn haszontalan história élet végtelen 
252,megláttuk egymás szerelem mindkettőnk szívében lobbot vetett fölösleges vallomás értők kölcsönös tekintetet mult nap csókoltalak visszacsókolál ölelél leány édes angyalom szikrával jobb folyammá nő patak tengerbe vész folyam szerelmem akkép napról napra nőtt tenger mély határtalan pirúló arcod hajnalán boldogságom napja leány édes angyalom szikrával jobb boldogságomnak napja kelt boldogság napja égő szived szemedbe szállt elolvasztó sugárokat vetett minő boldogság háborgó fölindult kebleden pihentetél leány édes angyalom szikrával jobb együttlétünknek végső napja jött válandók valánk gondolám nyugtatva magamat vár este boldogsága ránk este eljött épen bál vala bálba mentél jövél leány édes angyalom szikrával jobb 
257,szeretnék szeretni ér kert rózsát terem szerelemmel diszeskedik ér élet ifjuság szerettem búját érezém szerelemnek ideig bú mindennél édesebb vala szivem emlékezhetik istenem gyötrelmében boldogító szerelem minő szívben szelíd mosolygással pihen lelkem bolyongó hontalan madár keresve száll fészkét rakja leányszív megnyilik tanyát ohajtó érzeményinek szeretni vágyok holt leánykát feledtem hegytetőn űl téli hó tövében virág fesel 
268,vidéknek szépséges leánya eszem gyönyörű szemed gyönyörű hazugságban hagytál hányszor mondtam hányszor irtam tiszta kék eget hazugság szemedet vetted észre hosszan merengtem áhitattal szemeden áhitattal függtem haldokló szent feszűleten megváltóm lehetnél mindazáltal halnál holt hideg fán függnél ölelned élő égő keblemet beszélek mondtam szerelmet tőled várhatok szerelemmel szegény költőre áldást hozni lyányka szegénynek alkotá isten költőt rendén tarka pompás toll ékesíti madárt zengedez költő egyszerűségében képes lyányt meghódítani tündökölni vágynak leányok méltán föld csillagjai leányka csillagom tőlem senki tilthatja keblemre tűzhetlek szemeimmel kisérjelek kisérni szemeim világa kisérni vándorútamon távolból melegítesz nézz csillagom 
269,megteremtéd lelkem új világát szerelem dicső világa hálából szív örök tüzével istenséged szent oltára leányka szeretsz engedd szerethesselek köztem világ megszakadnak kötelek vad sötét föld keblem birodalma fejedelme gyűlölő harag harcban állok mindenséggel szeretetre képed képed fény egyetlenegy fény keblemnek éjjelébe rabhoz földalatti börtön kisded ablakán napsugár szeretlek rém viszonzott szerelem baja rém gyötör szivemnek könnyű megszoknia viszonzott szerelem keserve türelemmel hordom terhedet istenember keresztfát megfeszittetett 
272,ablakodból kitekintesz kertet látsz kertet eget (adja isten hasonló látmányhoz teljes életed képzelem boldog leányka körűled kert virít kert boldogabb néznek szemeid 
283,száz alakba öltözik szerelmem száz alakban képzel sziget vívó szenvedélyem szilaj folyam fut körüled máskor édes kedvesem szentegyház gondolom szerelmem repkény huzódik fölfelé szentegyház falon gazdag útas szerelmem útonálló megrohan jámbor alamizsnás lép elédbe alázatosan kárpát felhő mennydörgéssel ostromlom szived rózsalomb körűled csalogányként zengek éneket szerelmem változik szűnik él gyöngül szelidebb csendes folyó mély 
285,álmaimban látogatsz életemnek legszebb álma rajzolásit elmém este véled végzi elmém végső gondolatja bezárkozik szemem égen éj jön alkony terem leányka akarod tudni álmaimnak foglalatja rövid látlak szerelemmel mosolygani álmodni szoktam szeretsz leány add tudtomra kérlek légyen boldogságom álomkép csupán szeretsz kebled értem hevül legjobb alunnom álmodnom véghetetlenül kérem istent ébresszen ítéletkor se jobb álmodnom bírlak mennyben lennem nélküled 
294,fa fának virága harmat virág harmat napsugár lényink egyesüljenek leányka mennyország csillagá változom leányka pokol (hogy egyesüljünk) elkárhozom 
296,háborúval álmodám éjjel háborúba hítták magyart fölhivó jelül hajdanában országszerte járt véres kard fölriadt véres kard láttára csepp vére szabadság drága koszorúja hitvány pénz harci zsold épen nap menyegzőnk napja enyém leányka tiéd haljak honért elhagytam házasságunk éjjelét lyányka menyegző napján menni meghalni szörnyű vég rákerülne sor tennék álmomban tevék 
301,arcképemmel lelkem arcképével ajándékozlak bánom tetszik neked tessék lyánykám neked lelkem könyv nyitva olvashatja mellette olvassák forgatásban össze szaggatva lelkem gyűrü acélgyürű láthatsz drágaköveket legnagyobb legszebb kövek gyémánt tiszta becsület lelkem oszlop kősziklaoszlop rendíttetett reszket esetben rászáll tekinteted lelkem felhő haragvó felhő ontja villámokat leányka félj villám tölgyeket sujt virágokat lelkem illés próféta mennybe száll dicsőség lángszekerén híj öledbe lyányka lángszekérről mennyországról lemondok 
309,utazni ember hegyet láthat alföldön élek megelégedéssel időm vidáman boldogságban töltöm falu kocsmájában lakásom csendes kocsma zajlik éjjel öregember kocsmáros áldja isten kezével szállásom ennem innom ingyen sohasem ennél jobb gondviselésem ebédre senkit megvárnom mindnyájan várnak énrám késem egyet sajnálok öreg kocsmáros összekoccan feleségével no összekoccan békül áldja isten kezével elbeszélünk letűnt időkről régibb idői boldogak valának háza kertje földje pénze mindene tudta számát ökrének lovának pénzét hitetlen emberek csalása házát dunának habjai vitték szegényült öreg kocsmáros áldja isten kezével alkonyúló félben élte napja ember nyúgodalmat óhajt őreá szegényre szerencsétlenség őreá mostan legtöbb gondot bajt fáradoz napestig vasárnapja sincsen későn fekszik idején kel sajnálom öreg kocsmárost áldja isten kezével biztatom jóra fordul sorsa ő fejét csóválja hisz szavamnak szól később jóra fordul sorsom hisz lábaim sír szélén vannak elszomorodva borulok nyakába megfürösztöm arcát szemeim könnyével atyám öreg kocsmáros áldja isten kezével 
313,nagyságos úr ismer tudja rosz szokásom igazságot isten embernek szemébe vágom nagyságos úr isten ember igazságot önre mondanám nagyságos úr kimondom énnekem árthat cenzurázni akarok rejiciálhat nagyságos úr meglehet önnek számtalan bűne leimádkozhatja megbocsáthatatlan nagyságos úr tudja kritizál világért verseket csinál nagyságos úr isten szent szerelmére gondol hiszi költészet nagyságos címmel jön nagyságos úr költőnek szükséges lelke légyen önnek lélek spongyia szivében nagyságos úr spongyia lángot vet szikrát ád akármikép ütik verik üti veri nagyságos úr valahányszor verseit olvasám tudja jutott eszembe asinus ad lyram drága tisztelt nagyságos úr atyja csizmadia önnek jobb mesterséget folytatnia 
328,szeretőm nyalka gyerek alája termett nyereg viszi paripája gyönyörűség nézni rája látogat jön lelkem megvágtat paripája négy körmét elhányja öregbiró lyánya szivem kukucskálsz igen lesed szeretőmet szeret ő szállj kincsem nyeregből lábad kengyelből ereszd terhelődet öleld szeretődet istenem ver szived enyim szived kincsesládám három faluért adnám mulattató nevettető összejön szerető elbeszélnek végtelenül magok tudják mirül zaj odakint biz lovad nyerit elfeledkeztünk isten bűnünkűl rója tartottad lovadat kantároztad csókot orcám isten kedves rózsám kedves rózsám isten adjon isten arany zablát arany zablát lovadnak aranyos kedvet magadnak 
330,méhek virágok kertednek lakói méhes virágos kert szived nyílik szerelem virága barátságnak méhét bevedd tudod virág tavasszal él rövid szerény méh munkálódásából megédesíted téli napjaid tanácsom sikeretlen engedd méh legyek szivedben 
332,vitéz barangó vágtatva öltöztél fényes hadi páncélodba fényesebb szemed fényes páncélodnál kezedben villogó kardod acélánál vitéz barangónak leszen útja hosszu sebesen halálos bosszu bosszu űzi szerelem tündöklő szikra szemeiben szeretője vitéz barangónak híják szeretőjét ildikónak ildikónak arca ég boltja szeme nap csillagot kioltja barangó szerette véghetetlenűl szólította menjen hozzá nejűl ildikó felele kezem neked adom teljesíted három kivánatom hozz égből szivárványdarabot menyasszonyi ruhát abból varratok hozz rózsákat hajnal kertébül koszorúnak főmre nászi ékességül végső kivánságom göncölszekere űljek megyünk esketőre teljesíted három kívánságot férjem leszesz élek házasságot ezek valának ildikó szavai barangó alighogy hallá kimondani paripáján termett gyorsan elrobogott hozott először szivárványdarabot berontott hajnal kertébe legvirítóbb rózsákat letépte bajába kerűlt végbevinni vitézségének állt gátul megyen harmadszor göncölszekerért magára öltötte fegyverét szóval kapja akar erőszakkal vívja fegyveres kar tündérországban éktelen kincs göncölszekérnek párja őriztetik fenevadakkal meredő körmökkel tátongó szájakkal barangó odaér kéri szekeret mihelyest kérő beszéde megeredt végét várva nekirohantanak dühös méreggel őrző fenevadak esztendeig harcolt barangó hős keze elhullt szekér őrizete kivívta véres diadalt amelybe maga halt ekkoron barangó tett istálóból négy tátost kivezetett legszebb négy tátost vezette befogta szekérbe legottan gyémántos gyeplőt ragadta kezéba csillagsugárostort kezébe saját paripáját saraglyához köté hajtott serényen szeretője szeretője ildikó tett gondolta barangó búsan várja őtet gondolta barangó szivem ildikója marjon bánat fulánkos kigyója marjon bánat fulánkos kigyója közeledem szivem ildikója közeledem göncöl szekerén boldog kezed megnyerem félj barangó ildikó búsul vigad ő karján kicsiny magzatostul magzata férje neki jősz jősz igen keresi feledte ildikó igéretét jött ment kevének adta szivét kezét keve bírja mostan boldogságot melyért kezed fáradt szived sovárgott ildikó űl keve ölében csókolgatják ölelgetik épen meglátja barangó vitéz ereje szólni merőn néz föllázad vér félholt nyugalmábul barangónak összeszorult szive tágul eszeveszett harag fut égő agyába kirántja szablyáját megindul lába szeretőnek borsózott háta vitézt közeledni látta egymás kebeléről gyorsan fölriadnak megszökni előle szilaj haragnak hős barangó erre kardját elvetette szókat ejtett gúnnyal nevetve érdemlitek kar által ismerkedjetek méltó halállal fogja szívetek kardom hegye érni szószegő asszony csábító férfi átka széles világnak isten meghallgat reátok szállnak mindkettőtök élte halhatatlan szenvedhessetek örökös kinokban éljetek eljön üstököscsillag melytől rengő föld sarkai bomolnak kivánom váljatok kővé ketten szivetek kíntól repedjen csábító férfi kebled ég mértékben örök lángok egyék szószegő asszony bűnbánó könnyeid szünetlen folyjanak világ végeig patakba szemeidből ered könnyed patakjába fuladjon gyermeked életem halhatatlan kínaitokat váltig kacaghassam barangó vitéz átkot végezte meghallgatta isten beteljesítette kősziklákká váltak ildikó keve csábító kevéből tűzokádó leve hányja magából tüzet szakadatlan mai nap hányja jajgat kinokban ildikó hegyből kiapadhatatlan forrás buzog forrásokba fult kicsiny magzata isten völgyben fává változtata barangóból sötét fergeteg borong átkos hegy ildikó sír keve lángol nyög reájuk barangó rettentőn mennydörög 
336,alföld végtelen rónája lelkem legkedvesebb mulatótanyája görbe felföld hegy völgyeivel könyv számtalan lapját forgatni alföldem hegy után hegy nyilt fölbontott levél általolvashatok vannak beléd írva gondolatok sajnálom életemet kinn pusztákon töltenem szeretnék élni puszták közepin arábiában szabad beduin puszta puszta szabadság képe szabadság lelkem istensége szabadság istenem élek haljak síromnál onthatom véremet fogom áldani átkos életemet sír halál vetődtem csoda rom váromladék csárdának romjai idő keresi mely'k épület vár csárda reálép falára idő lép omlik kő vas neki alacsony magas csárda kövekből épüle holott kőtermésnek nyoma körüle régente falu város állott nyögte hazánk török rabságot (szegény magyarország szegény édes honom sokféle bilincs lábaidon hajdani várost földúlta ozmán kő kövön maradt isten házán templom maradt betegen pusztulásnak gyászolója gyászolt templom hosszu századot bujában össze roskadott haszna vesszen széthullott kövének helyen csárdát épitének isten házából csárda léleknek testnek szolgált enyhére részünk test lélek egyenlőn kedveznünk kettőnek isten házából csárda élhetünk isten kedvére csárdákban tisztább szíveket naponként lát térdelni oltár csárda eldőlt csárda tebenned utasok vigadtak utasok pihentek fölépít képzeletem vendégidet színről színre szemlélhetem görcsös botjával vándorlólegény zsíros subában pár szegénylegény hosszu szakállal üveges zsidó drótostót borozó csaplárné fiatalságával mostan ölelkezik hamis deákkal bor kissé megzavarta fejét menyecske jobban szivét vén csaplár pattan kinn kazal végén álmodik nyugodtan kazal végén sírban fiatal menyecske hamis deák boroztak valamennyien rég porladoznak csárda vénült vénült roskadott leüté fejéről szél kalapot födelet hajadon fővel urával beszélne idővel kérné alázattal kissé kimélje sikeretlen esdeklő beszédje dűledez dűledez ismerni ajtó ablak emelkedik éghez kéménye haldoklónak utósó reménye pincéje beomlott kút mellette honnan ostorfát elvitte ágas gém épségben mogorva sas űl gém tetejében legmagasabb hely pusztán gém vége ült sas tetejébe űl merően maga elé bámul gondolkodnék mulandóságrul lángol nap égnek ifja lángol kebelét szerelem vívja szeretője epedve néz rája délibáb puszták tündérleánya 
339,megpendítem hónapok multával szerelmi lantomat ezentúl hangot ő ad pazarlom leányra dalaimat érzeményimet érzéketlen bábak leányok szívet dalt érdemlenek beszél vak indulat belőlem csendes elmém higgadt szózata megszűnt vész viszonzott szerelmem kínjából támada tiszta szemmel nézek jövőbe lebeg szenvedély köde előlem virányt puszta tájt elföde tiszta szemmel nézek jövőbe lát lát szemem szépet látnom barátság szerelem egyedűl roppant világtól elhagyatva szeretetlenűl máriusként számüzötten országnak omladékin űl szeressek szeressenek bármily hideg világ szívem fagyott szívem meleg leány leánynak lenni éreztesse velem áldás átkos élet percnyi boldog szerelem 
350,álmos alhatom ébren álmodom gyertyám pislog komorhomályosan lidérc temetőbe' merem kezemet nyujtani elvenni hamvát eloltani ágyamban fekszem mozdulatlanul rém rém után vonul húnyom szemeimet látom rémeket rémek alakok arcomról hideg izzadás csorog mély árokban koldús halott fölkél rágja koldúsbotot kemény törnek fogai látom szájából vért omlani öreg cigány deresen ütik verik kinoskeservesen vernek húsdarabokat fájdalmában kutya ugat torony óriás mível kútat sirgödröt ás sír kút hever mellette százakós veder leereszti roppant vedert víz vér kútból kimert ifjú lenyakaztaték viszi fejét markolva üstökét szólván zsivány bedobja bíró ablakán akasztófa csecsemő csecsemőnek anyja odajő megfogja lábát húzza húzza körűltáncolja bitót vele leány béka ül szemén nyúzott patkány orrának helyén hosszú férgekből vannak fürtei félkigyó félember öleli szörnyeket lát lázas képzetem elkergetném kergethetem mindenki alszik alvó csend fogam vacog 
353,miben büszkélkednem büszkeségem mindenekfelett barátod állok szivednél korra nézve nagyapám lehetnél tiszteltelek tisztelőd menék szóltál tisztelj szeress mostan szeretlek tisztellek kettőre érdemes tiszteletre indit öregséged szeretnem ifjúi szívedet nyom haladt esztendeidnek terhe sokasága hervadhatatlan kebled virága öreg barátom fiatal sziveddel fa elhullt levele téli hó lepett vígan zeng cinege késő este életedben szemed tisztán lát megismeréd felhők madarát fényes nappal láttak többen magamról szólok hah annyian vetnek lenéző szemeket kezedben borostyán lombja megkoszorúzni véle fejemet tedd fejemre tedd koszorút érdemelném megérdemelni fogom ezután hosszú út boldogságról lemondék találnám életem keresésére vesztegetem szivemnek óhajtása erre törekszem kivánok büszkén nevezzen haza fiának elérem célt féluton roskadok össze bevégezetlen épület életem munkája meglehet készen beleszállna hír feledés örök királya elkezdve féligmeddig készen rövid emlék szűk tanyája lészen erőm vágyamnál kisebb hosszu pályát megfutandom nemzet fogja megtapsolni lantom taps kedvesebb mellyel pályám kezdetén egymagad által üdvezeltetém szivednek dobbanása szivemre először hajolt 
355,ameddig történet csillaga röpíti multakba sugarát szem saját kezünkben saját szivünkre célzó gyilkot lát öngyilkos kéz hányszor szálla ránk isten csodája hazánk hordozunk százados sebet keblünk gyógyúlhatott mérget kellett mindenkor innia sebeinkre önte balzsamot valami rosz szellemtől származánk isten csodája hazánk martuk szennyes koncokért szeméten silány ebek vettük észre ezalatt oroszlánok termettenek jött tatár jött török reánk isten csodája hazánk foly sajó görbén kanyarog ember görcsben haldokol haldokoltunk vérünk szivá óriási nadály mogol holttesteinket fölfalá láng isten csodája hazánk mohács nyomta királyt sárkoporsóba páncéla lova készűlt számunkra ledőlt király kardjából rettentő zabola melytől ég vérzik szánk isten csodája hazánk belőlünk kérdezem kevesen gondolnak vele nemzetem magyar nép éltedet sorsra bízod istenben bízzunk bizánk emberségünkből álljon hazánk 
375,nehéz világot tartanám leányka szakadjon reszketek megfogom könnyű kezedet 
376,állok rónaközépen szobor merően pusztát síri csend födé elfödik halottat szemfödéllel nagymessze tőlem ember kaszál mostan megáll köszörűli kaszát pengése hallatszik látom mozog kéz idenéz bámul szemem mozditom gondolhat miről gondolkodom 
382,bánat óceán öröm óceán gyöngye fölhozom össze töröm 
385,mondják mindenikünk bir csillaggal akié lehull égrül meghal fogy ember fogy csillag mindegyre omolnak csillag égrül földre ember földrül sírgödörbe hah év lemégyen földön égen ember csillag bujdosik leesik 
386,ember sokrates mérget megitta hóhéra mérget neki adta helyre mentek ketten lehetetlen láthatni másvilágba 
390,sírban megszáradt szíveket halomra hordanák meggyújtanák mondja színű láng 
406,kedvesem oltár dobog felém szerelmes kebled körűlünk apró gyermekek mosolyganak enyelgenek fölénk szemfedő borúl kivisznek rajtunk sír domborúl hozzánk unokák kijőnek alkonyán sárga csendes ősznek merengve nézik ákáclombjainkat fejfánknál lég halkan ingat 
408,szerelem óriási láng világot gyujtod ránk ellobansz perc örök sötétség hideg hamvad 
